	ClubID	ClubName	Address	EventID	EventName	Date	LineUp
0	55929	 Glacier 3000	Col du Pillon, Route du Pillon 253	540540	Glacier 3000 presents Guti - Live, Tini and Special Guest TBA	 28 December 2013 	['tINI (desolat)', ' Special Guest TBA', ' Guti (live) (desolat)']
1	55929	 Glacier 3000	Col du Pillon, Route du Pillon 253	422409	Martin Buttrich, Pan-Pot and Gecko Chamber	 28 December 2012 	['Gecko Chamber', 'Martin Buttrich', 'Pan-Pot']
2	55929	 Glacier 3000	Col du Pillon, Route du Pillon 253	316498	Lost In Music feat Pan-Pot	 28 December 2011 	"['', 'Gecko Chamber (live) (low brow music/London)', 'Phillygran (zero""/Berlin)', 'Pan-Pot (Mobilee/ Berlin)']"
