	ClubID	ClubName	Address	EventID	EventName	Date	LineUp
0	30093	 Débarcadère	Quai du Port 7; 2000, Neuchâtel	192960	237 Millesime	 24 September 2010 	['', 'Ghetto Po', 'Elc', 'Miguel', '24.09', 'Elle Rêve', 'Nicola S.', '25.09', 'Philippe Dunst', 'Simon Effect', 'Luca Fari']
1	30093	 Débarcadère	Quai du Port 7; 2000, Neuchâtel	166220	237 Family Night	 22 May 2010 	['Simon Effect [ARCHIPEL/CH]', 'Lega [237/RU]', 'Ghetto Po [237/CH]']
