	ClubID	ClubName	Address	EventID	EventName	Date	LineUp
0	93321	 St. Jakobshalle	Brüglingerstr. 19-21, 4052 Basel	610763	Gareth Emery at Isle of Dreams Festival, Basel	 10 August 2014 	['Gareth Emery']
1	93321	 St. Jakobshalle	Brüglingerstr. 19-21, 4052 Basel	609019	Isle of Dreams	 08 August 2014 	"['', ' Ingrosso', ' Dene Anthony', ' Matthias Tanzmann', ' Chuckie', ' Zedd', ""SANKEY'S STAGE: Davide Squillace"", 'PARADISE STAGE: Jamie Jones', ' Alesso', ' R3hab', ' Dubfire', ' Andy Baxter', ' Russ Yallop', ' Art Department', ' Andrea Oliva', ' The Martinez Brothers', ' Nervo', ' Paul Oakenfold', ' Richy Ahmed', 'ISLE OF DREAMS STAGE: David Guetta', ' Above & Beyond', ' Afrojack', ' Infinity Ink', ' JP Candela', ' Fedde Legrand', 'ISLE OF DREAMS STAGE: Avicii', ' Livio & Roby', ' Gareth Emery', ' Eva Shaw', 'COCOON STAGE: Apollonia', ' Extrawelt', ' Pete Tong', ' Kaz James', ' Francesco Diaz', 'ISLE OF DREAMS STAGE: Calvin Harris']"
