location,event,date,artists,genre
Basel,Cojazz-invites-Alice-Day,2015-03-27,"[' Alice Day ', ' Andy Scherrer ', ' Stephan Kurmann ', ' Jorge Rossy ']",
Basel,Orgelspiel-zum-Feierabend,2015-03-27,['Susanne Doll '],Classic
Liestal,Gabriel-Benedek,2015-03-27,['Gabriel Benedek '],Pop
Aarau,Chiaroscuro-Bilder-aus-Italien,2015-03-27,[' Maria Korovatskaya '],Classic
Baden,Kolossal,2015-03-27,[' Varvara '],Classic
Zürich,Madrigali-veneziani-Heinrich-Schütz-und-seine-Lehrer,2015-03-27,"[' Seraina Perrenoud ', ' Stephanie Boller ', ' Jan Thomer ', ' Matthias Deger ', ' Giacomo Schiavo ', ' Jedediah Allen ']",Classic
Bern,Zürcher-Kammerorchester,2015-03-27,['Arabella Steinbacher '],Classic
Zürich,Liebe-und-Weisheit,2015-03-27,"[' I. Schnöller ', ' K. Dornbusch ', ' H. Winkelman ']",Classic
Basel,Horizont-Mozart,2015-03-27,"[' Felix Renggli ', ' Heinz Holliger ', ' Esther Hoppe ', ' Jürg Dähler ', ' Daniel Haefliger ']",Classic
Basel,Stein-&-Gas,2015-03-27,"[' David Sontòn Caflisch ', ' Riccarda Caflisch ', ' Christian Hieronymi ']",Classic
Zürich,Frühlingskonzert,2015-03-27,['Pacific Quartet Vienna '],Classic
Zürich,Paul-Simon-&-Sting,2015-03-27,['Paul Simon & Sting '],Pop
Basel,J.S.-Bach-Johannespassion,2015-03-27,"[' Miriam Feuersinger ', ' Barbara Erni ', ' Jakob Pilgram ', ' Fabrice Hayoz ']",Classic
Zürich,Chico-Freeman-Exotica,2015-03-27,"['Chico Freeman Exotica ', ' Chico Freeman ', ' Reto Weber ', ' Stephan Braun ']",
Chur,Opernquerschnitt,2015-03-27,[' Maria Riccarda Wesseling '],Classic
Laufenburg,Saxiano,2015-03-27,"[' Maura Grassi ', ' Rolf Büschi ', ' Christina Frei ']",
Bern,The-Script,2015-03-27,['The Script '],Pop
Winterthur,Querfeldein-musikalischer-Streifzug-durch-Europa,2015-03-27,"[' Jürgen Kupke ', ' Hans Hassler ', ' Markus Lauterburg ']",Classic
Aarau,Sleepmakeswaves,2015-03-27,"['Sleepmakeswaves ', ' Skyharbor ', ' Tides From Nebula ']",
Zürich,Irish-Scottish-Night,2015-03-27,"[' Olaf Owl ', ' Ädu Studer ', ' Savannah Childers ', ' Rino Bollin ', ' Felix Waldispühl ']",
Zürich,Duo-Off-Beat-JazznGroove,2015-03-27,"['Markus Krummenacher ', ' René Kopetschny ']",
Zürich,Acoustic-Friday,2015-03-27,"[' Adrian Lieberherr ', ' g) Philipp Mosimann ', ' Thomas Brühwiler ', ' Carlos Baez Zerpa ', ' Simon Gräzer ']",
Basel,Volver,2015-03-27,['Hilda Herrera '],
null,Raised-Fist,2015-03-27,"['Raised Fist ', ' Netfastcore ']",
Zürich,M4Music,2015-03-27,"['Stu Larsen ', ' Lonely The Brave ']",
Muttenz,Sefora-Nelson,2015-03-27,['Sefora Nelson '],Pop
Winterthur,Guitar-Night,2015-03-27,"[' Zoran Dukic ', ' Pavel Steidl ', ' Thomas Fellow ', ' Reentko ']",
Zürich,Butterfly's-Notebook,2015-03-27,"[' Daniela Müller ', ' Petra Ackermann ', ' Karolina Öhmann ']",Classic
