location,event,date,artists,genre
null,Sterne-Zmorge,2016-11-06,"[' Florian Egli ', ' Caspar Fries ']",
Bad-Ragaz,Klavierkonzert,2016-11-06,['Aleksandra Mikulska '],Classic
Kriens,Vier-Chinesen-mit-dem-Kontrabass,2016-11-06,"['Andreas Müller ', ' Randy Barboza ', ' Ignacio Fernandez Rial-Portela ']",Classic
Liestal,Brahms-Klaviertrio-H-Dur-&-Beethoven-Erzherzogtrio,2016-11-06,"['Marret Popp ', ' Vincent Providoli ', ' Maya Amrein ']",Classic
Zürich,Brunchkonzert-Böhmen,2016-11-06,"['Andrea Kollé ', ' Samuel Castro Bastos ', ' Filipa Margarida Sacramento Nunes ', ' Hanna Rasche ']",Classic
Zürich,Morgenmusik-am-Reformationssonntag,2016-11-06,[' Andreas Jost '],Classic
Zürich,Art-Band,2016-11-06,['Art Band '],Pop
Dornach,Orchester-Dornach,2016-11-06,['Gracia Steinemann '],Classic
Zürich,Orchestermagie,2016-11-06,[' Leila Josefowicz '],Classic
Luzern,Kammerkonzert,2016-11-06,"[' Gabriela Schüpfer ', ' Naomi Lozano-Tolksdorf ', ' Jürg Eichenberger ', ' Franz Schaffner ']",Classic
Schaffhausen,Royal-Court-&-Pub,2016-11-06,[' Carl Rosman '],Classic
Luzern,Interstellar,2016-11-06,[' Science-Fiction-Film '],Classic
Kappel-am-Albis,Vokalensemble-des-Bach-Collegium-Zürich,2016-11-06,"[' Alexandra Iten Bürgi ', ' Daniel Rüegg ']",Classic
Arosio,Tres-mil-uno,2016-11-06,"[' Marcela Arroyo ', ' Andreas Engler ', ' Daniel Schläppi ']",
Basel,Niedeckens-BAP,2016-11-06,['Niedeckens BAP '],
Winterthur,Korpiklaani,2016-11-06,"['Korpiklaani ', ' Moonsorrow ', ' Skálmöld ']",
Zürich,Artist-in-Residence-Nicole-Johänntgen,2016-11-06,"[' Filipa Nunes ', ' Magdalena Irmann ', ' Ramon Ziegler ', ' Stefanie Kunckler ', ' Nicole Johänntgen ']",
Luzern,Joris-Dudli-Blue-Train-Sextet,2016-11-06,"[' Jim Rotondi  ', ' Ralph Reichert ', ' Adrian Mears ', ' Oliver Kent ', ' Milan Nikolic  ', ' Joris Dudli ']",
null,Florestan-und-Eusebius,2016-11-06,"['Barbara Dehm ', ' Jacqueline Jud-Müller ']",Classic
Zürich,Kate-Tempest,2016-11-06,['Kate Tempest '],
Basel,Unplugged,2016-11-06,"['Pyro ', ' Venti ']",
Bern,Roberto-Petroli-Trio,2016-11-06,"['Roberto Petroli ', ' Stefania Veriità ', ' Tino Horat ']",
Winterthur,Rocío-Faks-Quartet,2016-11-06,"[' Rocio Faks ', ' Guillermo Gomez Alvarez ', ' Santiago Acevedo Casas ', ' Pablo Cruz ']",
Zürich,Maria-Mena,2016-11-06,['Maria Mena '],Pop
Chur,Emilie-&-Ogden,2016-11-06,['Emilie & Ogden '],Pop
Zürich,Tinie-Tempah,2016-11-06,['Tinie Tempah '],
Wädenswil,Trauer-t-Musik-,2016-11-06,"[' Mario Huter ', ' Monika Camenzind ', ' Grégoire Babey ', ' Martin Birnstiel ']",Classic
Zürich,Wenn-ich-morgen-stürbe,2016-11-06,"['Silvio Cadotsch ', ' Silvan Jeger ', ' Valentin Dietrich ']",
Sankt-Gallen,Jessy-Lanza,2016-11-06,"['Jessy Lanza ', ' Olga Bell ']",Pop
Lausanne,Civil-Civic,2016-11-06,['Civil Civic '],
Bern,The-Fleshtones,2016-11-06,"['The Fleshtones ', ' Peter Zaremba ', ' Keith Streng ', ' Ken Fox ', ' Bill Milhizer ']",
