location,event,date,artists,genre
Winterthur,Vein,2015-03-28,"[' Michael Arbenz ', ' Thomas Lähns ', ' Florian Arbenz ']",
Zürich,Swing-Stride-and-Boogie-Woogie,2015-03-28,"['Louis Mazetier ', ' Peter Frank ', ' Dave Ruosch ']",
Winterthur,Madrigali-veneziani-Heinrich-Schütz-und-seine-Lehrer,2015-03-28,"[' Seraina Perrenoud ', ' Stephanie Boller ', ' Jan Thomer ', ' Matthias Deger ', ' Giacomo Schiavo ', ' Jedediah Allen ']",Classic
Liestal,Daniel-Wäch,2015-03-28,['Daniel Wäch '],
null,Johannes-Passion,2015-03-28,"[' E. Tvinnereim ', ' R. Grigalis ', ' V. Zatta ', ' G. Hjemli ', ' R. Höhn ']",Classic
Zürich,Guitarra-a-seis,2015-03-28,"['Jens Stibal ', ' Matthias Kläger ', ' Giuseppe Feola ', ' Harald Stampa ', ' Edmauro de Oliveira ', ' Christoph Borte ', ' Tobias Krebs ']",Classic
null,Frühlingskonzert-Junge-Meister,2015-03-28,[' Romane Favia '],Classic
Luzern,Lucerne-Festival-zu-Ostern,2015-03-28,"[' Erin Wall ', ' Mihoko Fujimura ', ' Christian Elsner ', ' Liang Li ']",Classic
Zürich,Zürcher-Kammerorchester,2015-03-28,['Arabella Steinbacher '],Classic
null,Konzert,2015-03-28,['Romane Favia '],Classic
Dottikon,Mozart-und-seine-Zeitgenossen,2015-03-28,[' Alois Bürger '],Classic
Zürich,The-Friel-Sisters,2015-03-28,['The Friel Sisters '],
Thalwil,Chor-und-Cello,2015-03-28,[' Nicola Romanò '],Classic
Basel,Miserere-und-Messe-de-Requiem,2015-03-28,"[' Vincent Flückiger ', ' Thilo Muster ', ' Aurea Marston ', ' Victor de Souza Soares ']",Classic
Zürich,The-Secret-Trio,2015-03-28,"['Ara Dinkjian ', ' Tamer Pinarbasi ', ' Ismail Lumanovski ']",
Basel,Butterfly's-Notebook,2015-03-28,"[' Daniela Müller ', ' Petra Ackermann ', ' Karolina Öhmann ']",Classic
Bülach,Klavier-Rezital,2015-03-28,['Clair Huangci '],Classic
Basel,Chopin-Visions-Improvisationen-zwischen-Chopin-Paderewski-und-Miles-Davis,2015-03-28,"['Marcin Grochowina ', ' Volker Biesenbender ', ' Günter Wehinger ']",
Chur,Stein-&-Glas,2015-03-28,"[' Riccarda Caflisch ', ' David Sontòn Caflisch ', ' Christian Hieronymi ']",Classic
Basel,Querfeldein-musikalischer-Streifzug-durch-Europa,2015-03-28,"[' Jürgen Kupke ', ' Hans Hassler ', ' Markus Lauterburg ']",Classic
null,Soprano,2015-03-28,['Soprano '],
Dornach,Totenfeier,2015-03-28,"['Christian Ginat ', ' Hartwig Joerges ']",Classic
Basel,Chorprojekt,2015-03-28,['Marion Meili '],
Zürich,M4Music,2015-03-28,"['Nneka ', ' Mø ', ' Urban Cone ', ' Bilderbuch ']",Pop
Lichtensteig,Federspiel,2015-03-28,"[' Frederic Alvarado-Dupuy ', ' Simon Zöchbauer ', ' Philip Haas ', ' Ayac Jimenez-Salvador ', ' Thomas Winalek ', ' Matthias Werner ', ' Robert Puhr ']",traditional
Winterthur,Black-Rainbows,2015-03-28,['Black Rainbows '],
Lausanne,Asaf-Avidan-&-Band,2015-03-28,"['Asaf Avidan & Band ', ' FLora ']",Pop
Zürich,M4Music,2015-03-28,"['Phoria ', ' Rampue ']",Electronic
Zürich,Seismogram,2015-03-28,"[' Urs Leimgruber ', ' Jacques Demierre ', ' Barre Phillips ']",
Rubigen,Albert-Lee-&-Hogan's-Heroes,2015-03-28,"[""Albert Lee & Hogan's Heroes ""]",Pop
Aarau,The-Vibes,2015-03-28,[' White Miles '],
null,Degaf,2015-03-28,['Degaf '],
Zürich,Raging-Fyah,2015-03-28,['Raging Fyah '],
Zürich,Robert-Marcano-and-GB-Latin-Connection,2015-03-28,"[' Robert Marcano ', ' Raylor Oliva ', ' Giorgio Barbera ']",
Zürich,M4Music,2015-03-28,['Sinkane '],Electronic
Zürich,Kritnet-Soli-Party,2015-03-28,['Jamika Ajalon & the Argonauts '],Pop
Rorschach,El-Bachatazo-Latin-Night,2015-03-28,"[""DJ Da'le ""]",
Zürich,Reunion,2015-03-28,['DJs Kid '],
Zürich,M4Music,2015-03-28,"['Sizarr ', ' Is Tropical ']",Pop
