location,event,date,artists,genre
Basel,Klingelingeling,2013-12-07,"[' Vesselina Kasarova ', ' Nuria Rial ', ' Agata Wilewska ']",Classic
Zürich,Offenes-Adventssingen,2013-12-07,[' Margrit Fluor '],Classic
Thun,Culturescapes,2013-12-07,['Damir Imamovic '],
Basel,Benefizkonzert-Horizonta,2013-12-07,"['Aglaia Graf ', ' Peter Heer ']",Classic
Winterthur,Eine-Oboe-in-der-Oper,2013-12-07,[' conductor: François Leleux '],Classic
Zürich,Adventskonzert,2013-12-07,"['Conrad Zwicky ', ' Salome Zwicky ']",Classic
Luzern,Piano-Entertainment,2013-12-07,['Mega Horvath '],
Basel,Kastraten-in-der-Barockoper,2013-12-07,[' Flavio Ferri-Benedetti '],Classic
Fri-Son,null,2013-12-07,['Babyshambles '],Babyshambles
Widen,Zwischen-Himmel-und-Erde,2013-12-07,"[' Patricia Meier ', ' Vincent Zurkinden ']",
Basel,Paradise-Lost,2013-12-07,"[' Carmela Konrad ', ' Anne-Florence Marbot ', ' Silke Gäng ']",Classic
Dietikon,Gitarre-&-Klavier,2013-12-07,"['Mariam Boccali ', ' Natalie Haupt ']",
Zürich,The-Fratellis,2013-12-07,['The Fratellis '],
Landquart,Die-Amigos,2013-12-07,['Die Amigos '],traditional
Zürich,In-die-Tiefe-der-Zeit,2013-12-07,"[' Luka Juhart ', ' Thomas Demenga ']",Classic
Gränichen,Advent-Songs,2013-12-07,"[' Cornelius Schock ', ' Daniel Schwenger ']",Pop
Dürnten,Herbstkonzerte,2013-12-07,[' Sabine Poyé Morel '],Classic
null,Raindrop-Singers-Jahrskonzert,2013-12-07,['Martin Jufer '],traditional
Winterthur,Hodie-Christus-natus-est,2013-12-07,[' José Vázquez '],Classic
Dornach,Vom-Wesen-des-Musikalischen-II,2013-12-07,"['Julia Baumgartner ', ' Magdalena Kossmann ', ' Francesco Pellerino ', ' Sina Rumpe ', ' Johannes Greiner ']",Classic
null,Voices-of-Gospel,2013-12-07,['St. Stephen Baptist Church Choir '],
Bern,7-Jahre-Headbangersball-Bern,2013-12-07,['Placenta Powerfist '],
Aarau,Aeternum-Musik-für-die-Ewigkeit,2013-12-07,[' Leitung und Werke von Helena Winkelman '],Classic
Burgdorf,Djinbala,2013-12-07,"['Andrea Milova ', ' David Cielbala ', ' Max Grossenbacher ', ' Daniel Spahni ']",
Bubikon,Real-Christmas,2013-12-07,"['Jennifer Sarah Boone ', ' Julia Hagne ', ' Enyonam Dovlo ', ' Bianca Berndt ']",traditional
Basel,Voices-of-Gospel,2013-12-07,['Prince Yelder & Disciples for Christ '],
Basel,Es-wird-ein-Stern,2013-12-07,"['Cantabile Chor ', ' Carl Wolf ']",Classic
Winterthur,Henri-Texier-Hope-Quartet,2013-12-07,"[' Sébastien Texier ', ' François Corneloup ', ' Henri Texier ', ' Louis Moutin ']",
Sankt-Gallen,Popeye's-Gooda-Blues,2013-12-07,"[' Frank Sanazi ', ' Emanuele Urso Sextett ']",
Bottmingen,Michael-Heitzler-und-sein-Klezmer-Quartett,2013-12-07,"[' Michael Heitzler ', ' Christian Gutfleisch ', ' Daniel Schay ', ' Michael Chylewsky ']",
Solothurn,Grand-Cannon,2013-12-07,"[' Pfuri Baldenweg ', ' Zach Prather ', ' Kniri Knaus ']",
Les-Docks,Lausanne,2013-12-07,['BB Brunes '],
Zürich,30-Jahre-Unit-Records-Jubiläumsfestival,2013-12-07,['Yannick Delez '],
Thônex,Dub-Inc.,2013-12-07,['Dub Inc. '],
Basel,Culturescapes,2013-12-07,"['Sule Jovovic & Friends ', ' Sule Jovovic ', ' William Evans ', ' Stephan Kurmann ', ' Dejan Terzic ']",
Luzern,Bodyfarm,2013-12-07,"['Bodyfarm ', ' Bitterness ']",
Feuerthalen,Baby-Universal,2013-12-07,['Baby Universal '],
Lausanne,Kavinsky,2013-12-07,"['Kavinsky ', ' DJs Digitalism ']",Electronic
Zürich,Hier-spricht-Paul,2013-12-07,"[' Fortunat Häfliger ', ' Lukas Brügger ', ' Tobias Huwyler ', ' Katrin Züllig ', ' Michael Baumann ', ' Bruno Hochstrasser ', ' Marcel Frautschi ', ' Jonas Brügger ']",Pop
Bern,Mostar-Sevdah-Reunion,2013-12-07,['Mostar Sevdah Reunion '],
Basel,Sarah-Blasko,2013-12-07,['Sarah Blasko '],Pop
Bern,Moop-Mama,2013-12-07,['Moop Mama '],
Zürich,Fiesta-latina-candela-Blue-Christmas,2013-12-07,['DJs Cycy '],
Zürich,Running-On-Rye,2013-12-07,['Running On Rye '],
Zürich,30-Jahre-Unit-Records-Jubiläumsfestival,2013-12-07,"[' Kálmán Oláh ', ' Tibor Elekes ', ' Jorge Rossy ']",
null,Super-Flu,2013-12-07,['Super Flu '],Electronic
Bern,The-Last-Place-Left-YNL,2013-12-07,"['Katryn Hasler ', ' Florine Juvet ', ' Marcel Saegesser ']",
null,Couleur-3-Night,2013-12-07,['DJ Benji B '],
Schaffhausen,C.-Gibbs,2013-12-07,['C. Gibbs '],Pop
Bern,Balkan-Night,2013-12-07,"['Mostar Sevdah Reunion ', ' Black Water and Her Daughter ']",
Zürich,Ritter-Butzke-Studio,2013-12-07,"['DJs Marc Poppke ', ' Sven Dohse ', ' Patryk Molinari ', ' David Dorad ']",
Lausanne,Kathleen-Daniel,2013-12-07,['Kathleen Daniel '],Pop
Schaffhausen,The-Beatnuts,2013-12-07,['The Beatnuts '],
Lausanne,Prostitutes,2013-12-07,"['Prostitutes ', ' Ashkelon ']",Electronic
