location,event,date,artists,genre
Zürich,Kammermusik-über-Mittag,2016-06-02,"['Peter McGuire ', ' Christopher Whiting ', ' Michel Willi ', ' Alexander Neustroev ', ' Elaine Fukunaga ']",Classic
Düdingen,Bad-Bonn-Kilbi,2016-06-02,"['Ty Segall ', ' Boredoms ', ' Julia Holter ', "" Ogoya Nengo & The Dodo Women's Group "", ' Stanley Brinks & The Wave Pictures & Freschard ', ' Fett ']",
Luzern,Master-Abschlusskonzerte,2016-06-02,"[' Noah Arnold ', ' Elio Amberg ']",
Zürich,Weggefährten,2016-06-02,[' Radu Lupu '],Classic
Pratteln,Babymetal,2016-06-02,['Babymetal '],
Zürich,A-Fine-Affusion,2016-06-02,"[' Beatrix ', ' Tom ']",
Zürich,A-Fine-Affusion,2016-06-02,"[' Beatrix ', ' Tom ']",
Chur,Falsche-Welt-dir-trau-ich-nicht,2016-06-02,"['Christel Elisabeth Smith ', ' Christiane Boesiger ', ' Hans-Jürgen Schöpflin ', ' Cornelia Kallisch ']",Classic
Luzern,The-Rumjacks,2016-06-02,['The Rumjacks '],
Luzern,Marc-Halbheer's-Madrid-Edition,2016-06-02,"[' Miguel Linares ', ' Dany Noel ', ' Marc Halbheer ']",
null,The-Bellrays,2016-06-02,['The Bellrays '],Pop
Zürich,Bryan-Adams,2016-06-02,['Bryan Adams '],
Luzern,Peter-Doran,2016-06-02,['Peter Doran '],
Zürich,Billiger-Bauer-Celebrating-20-Years,2016-06-02,"['Omri Ziegele ', ' Jürg Wickihalder ', ' Nick Gutersohn ', ' Gabriela Friedli ', ' Yves Reichmuth ', ' Jan Schlegel ', ' Marco Käppeli ', ' Dieter Ulrich ']",
Dübendorf,Noches-olé,2016-06-02,"['Puerta Sur ', ' Marcela Arroyo ', ' Andreas Engler ', ' Daniel Schläppi ']",
Winterthur,Dominic-Egli's-Plurism-feat.-Feya-Faku,2016-06-02,"[' Feya Faku ', ' Donat Fisch ', ' Raffaele Bossard ', ' Dominic Egli ']",
Basel,Urs-Bollhalder-Trio,2016-06-02,"[' Urs Bollhalder ', ' Heiri Känzig ', ' Kevin Chesham ']",
Zürich,Bombino,2016-06-02,"[' Goumour Almoctar ', ' Illias Mohamed ', ' Abdoulahi van Loon ', ' Djakrave Dia ']",
Baden,The-Prima-Vista-Guitar-Duo,2016-06-02,"[' Moreno Donadio ', ' Toni Donadio ']",
Sankt-Gallen,Fat-White-Family,2016-06-02,['Fat White Family '],
Zürich,Die-Nacht-und-das-Pferd,2016-06-02,"[' Tobias Meier ', ' Dominique Girod ', ' Sheldon Suter ']",
Zürich,Die-Nacht-und-das-Pferd,2016-06-02,"[' Tobias Meier ', ' Dominique Girod ', ' Sheldon Suter ']",
