location,event,date,artists,genre
Zürich,Glantaler-Power-Men,2015-12-03,['Glantaler Power Men '],Pop
Baden,After-Work,2015-12-03,"[' Philippe Kuhn ', ' Gregor Loepfe ', ' Wim Dyksta ']",
Zürich,Liederabend,2015-12-03,"['Nina Stemme ', ' Matti Hirvonen ']",Classic
Bern,Dvoraks-Siebte,2015-12-03,[' Maximilian Hornung '],Classic
Zürich,Thursday-Night-Jazz,2015-12-03,"[' Rebecca Spiteri ', ' Jürg Ramspeck ', ' Joel Reiff ', ' Rolf Lyssy ']",
Luzern,Das-schlaue-Füchslein,2015-12-03,[' Edgar Moreau '],Classic
Zürich,Jazz-Happening,2015-12-03,"[' Ivan Kubias ', ' Jörg Bohny ', ' Ivan Hrdina ', ' Romeo Bohrbach ', ' Ernst Grädel ', ' Miro Steiner ']",
Zug,Uriah-Heep,2015-12-03,"['Uriah Heep ', ' Wolvespririt ']",
null,Giant-Sand,2015-12-03,['Giant Sand '],
null,Extrakonzert,2015-12-03,[' Isabelle Faust '],Classic
Brugg,Cloud-Cluster-Collective,2015-12-03,"[' Julie Fahrer ', ' Rita Ekes ', ' Sarah Chaksad ', ' Fabienne Hörni ', ' Corinne Windler ', ' Sonja Ott ']",
Zürich,The-Brother-Moves-On,2015-12-03,['The Brother Moves On '],
null,Booba,2015-12-03,['Booba '],
Pratteln,Tremonti,2015-12-03,"['Tremonti ', ' The Raven Age ']",
Zürich,Sophie-et-ses-Gigolos,2015-12-03,"[' Geert Dedapper ', ' Michael Dolmetsch ', ' Thomas Brühwiler ', ' Erwin Boos ', ' Ariel Rossi ']",
Winterthur,Mi-Son-Jazz-3,2015-12-03,"[' Michael Neuenschwander ', ' Jörg Hurter ', ' Ernesto Gloor ']",
Zürich,Campbell-Brothers,2015-12-03,"[' Carlton Campbell ', ' Philipp Campbell ', ' Darick Campbell ', ' Denise Brown ', ' Daric Bennett ']",
Lausanne,Lou-Doillon,2015-12-03,"['Lou Doillon ', ' Safia Nolin ']",
Liebefeld,Jade,2015-12-03,"['Jade ', ' Recha-Maria Daengeli ', ' Dave Scherler ', ' Martin Streule ', ' Martin Stadelmann ', ' Antonello Messina ']",
Aarau,Manu-Delago-Handmade,2015-12-03,['Manu Delago Handmade '],
Basel,Spring,2015-12-03,"[' Irène Schweizer ', ' Jürg Wickihalder ']",
Wädenswil,Ein-gLiederabend,2015-12-03,"['Graziella Rossi ', ' Rea Claudia Kost ', ' Daniel Bentz ', ' Helmut Vogel ', ' Daniel Fueter ']",Pop
Baden,Paul-Tiernan,2015-12-03,"[' Paul Tiernan ', ' Peter Acock ']",Pop
Bern,Troubas-Kater,2015-12-03,['Troubas Kater '],
Zürich,Billiger-Bauer-Celebrating-20-Years,2015-12-03,"['Omri Ziegele ', ' Jürg Wickihalder ', ' Nick Gutersohn ']",
Zürich,Jacco-Gardner,2015-12-03,"['Jacco Gardner ', ' Michael Rault ']",Pop
Basel,Sedlmeir,2015-12-03,['Sedlmeir '],
Münchenstein,Songhoy-Blues,2015-12-03,['Songhoy Blues '],
Bern,Metric-Rotations,2015-12-03,"['Mats Eser ', ' Tian Bosshard ', ' Don Li ']",
