location,event,date,artists,genre
Luzern,Flat-Foot-Stompers,2013-09-29,"[' Peter Bühr ', ' Andy Lawrence ', ' Thomas Oehme ', ' Peter Starkmann ', ' Wolfram Grotz ', ' Uli Reichle ', ' Will Lindfors ']",
Zürich,Konzert,2013-09-29,[' Martin Helmchen '],Classic
Zürich,Philharmonisches-Konzert,2013-09-29,[' Lise de la Salle '],Classic
Zürich,Mehrchörige-Klangpracht,2013-09-29,[' Yvonne Ritter '],Classic
Basel,Caleido-Duo,2013-09-29,"['Sabrina Bäbler ', ' Benjamin Kellerhals ']",Classic
Aarau,Johannes-oder-Richard-Brahms-und-Wagner,2013-09-29,"['Valentin Johannes Gloor ', ' Rahel Sohn Achermann ']",Classic
Zürich,Konzert,2013-09-29,"[' Christian Buck ', ' Christian Wolfarth ', ' works by Alfred Zimmerlin ']",Classic
Basel,Konzerte,2013-09-29,"['Andrea Suter ', ' Marcus Niedermeyr ', ' Hans Adolfsen ']",Classic
Winterthur,Exquisite-Klangdelikatessen,2013-09-29,"[' Roberto González Monjas ', ' Pär Näsbom ', ' Jürg Dähler ', ' Cäcilia Chmel ', ' Sarah Wegener ']",Classic
Zürich,Aus-der-neuen-Welt,2013-09-29,[' André Desponds '],Classic
Dietlikon,Die-Harmonie-der-Schöpfung,2013-09-29,"['Larissa Bretscher ', ' Jörg Kohler ']",Classic
Winterthur,piazzolla-marimba,2013-09-29,"[' Jacqueline Ott ', ' Jojo Kunz ', "" Paolo D'Angelo ""]",Classic
Richterswil,Konzert-für-Bassbariton-und-Orgel,2013-09-29,"['Mario Pinggera ', ' Dominik Eberle ']",Classic
Basel,Kirche-kreativ-Wunder-erleben,2013-09-29,"['Reto Reichenbach ', ' mit Franz Mohr ']",Classic
Zürich,Big-Daddy-Wilson,2013-09-29,"['Big Daddy Wilson ', ' Big Daddy Wilson ', ' Robert Morbioli ', ' Paolo Legramanti ']",
Salzhaus,Winterthur,2013-09-29,"['August Burns Red ', ' Blessthefall ', ' Counterparts ']",
Zürich,Lilys-Déjà-Vu-feat.-Ingrid-Laubrock,2013-09-29,"['Lilys Déjà Vu feat. Ingrid Laubrock ', ' Ingrid Laubrock ', ' Guillermo Celano ', ' Jasper Stadhouders ', ' Marcos Baggiani ']",
Winterthur,The-Voyageurs,2013-09-29,"[' Pink Pedrazzi ', ' Magor Szilagyi ', ' Rainer Schudel ']",
Luzern,Patricia-Vonne,2013-09-29,['Patricia Vonne '],
Zürich,Una-follia-di-Napoli,2013-09-29,"['Daniele Caminiti ', ' Mauro Valli ', ' Margit Übellacker ', ' Naoki Kitaya ', ' conductor: Maurice Steger ']",Classic
Luzern,The-Grand-Astoria,2013-09-29,"['The Grand Astoria ', ' Samavayo ']",
Solothurn,J.B.O.,2013-09-29,['J.B.O. '],
Rubigen,Tommy-Castro-&-The-Painkillers,2013-09-29,['Tommy Castro & The Painkillers '],
Zürich,Willis-Earl-Beal,2013-09-29,"['Willis Earl Beal ', ' Soak ']",
Pratteln,Circus-Maximus,2013-09-29,['Circus Maximus '],
Zürich,Leslie-Clio,2013-09-29,['Leslie Clio '],
Bern,Canzoniere-Grecano-Salentino,2013-09-29,['Canzoniere Grecano Salentino '],Pop
