location,event,date,artists,genre
Verbier,Verbier-Festival,2015-07-23,['Yekwon Sunwoo '],Classic
Nyon,Paléo-Festival,2015-07-23,['Husbands '],Pop
Nyon,Paléo-Festival,2015-07-23,"['Pascals ', ' The Paradise Bangkok Molam International Band ', ' A Moving Sound ']",
Nyon,Paléo-Festival,2015-07-23,"['Biga Ranx ', ' Chinese Man ', ' Anthony B ', ' Yaniss Odua ']",
Basel,Basel-Tattoo,2015-07-23,"['Ailsa Craig Highland Dancers ', ' Blue Devils International Corps ', ' Celtic Stars Irish Dancers ', ' Fanfara 8° Reggimento Bersaglieri ', ' Imps Motorcycle Display Team ']",traditional
null,Colaris,2015-07-23,['Colaris '],
Nyon,Paléo-Festival,2015-07-23,"['Acid Arab ', ' Faada Freddy ', ' Mina Tindle ']",Electronic
Verbier,Verbier-Festival,2015-07-23,"[' Denis Matsuev ', ' Daniil Trifonov ', ' conductor: Valery Gergiev ']",Classic
Zürich,Salsamania,2015-07-23,['DJs Luis Salgado '],
Nyon,Paléo-Festival,2015-07-23,"['Johnny Hallyday ', ' Ben Harper & The Innocent Criminals ', ' Gary Clark Jr. ']",
Saanen,Menuhin-Festival-Gstaad-The-Genius-of-Stefano-Bollani,2015-07-23,"['Stefano Bollani ', ' Sol Gabetta ']",Classic
Zürich,Red-City-Radio,2015-07-23,['Red City Radio '],
Verbier,Verbier-Festival,2015-07-23,"['Lisa Batiashvili ', ' Ana Chumachenco ', ' Alexandra Conunova ']",Classic
null,Stimmen,2015-07-23,"['Winston McAnuff & Fixi ', ' Clinton Fearon ']",
Luzern,Blue-Balls-Festival,2015-07-23,['Rhodes '],
Luzern,Blue-Balls-Festival,2015-07-23,['Angus & Julia Stone '],
Basel,Perla-Windfeld-Meier,2015-07-23,"[' Tobias Meier ', ' Gene Perla ', ' Christian Windfeld ']",
Zürich,Stadtsommer,2015-07-23,"[' Tom Vanstiphout ', ' Tobias Stuber ', ' Ramon Ziegler ', ' James Varghese ', ' Jannik Till ', ' Giuliano Sulzberger ']",Pop
Maggia,Magic-Blues-Festival,2015-07-23,"['Laurence Jones ', ' Wes Mackey ']",
