location,event,date,artists,genre
Zürich,Top-Party-Band-Krokodili,2015-10-11,['Top Party Band Krokodili '],
Zürich,Sisters-Band,2015-10-11,['Sisters Band '],
null,Vision-Illusion-Fantasie,2015-10-11,['Frank Dupree '],Classic
null,Zappa-Mainolfi,2015-10-11,"['Mattia Zappa ', ' Massimiliano Mainolfi ']",Classic
Bern,Victoria-Mozalevskaya,2015-10-11,"['Victoria Mozalevskaya ', ' Philipp Moll ', ' Stewy von Wattenwyl ', ' Kevin Chesham ', ' Special Guest: Victoria Mozalevskaya ']",
Bern,175-Jahre-Tschaikowski,2015-10-11,[' conductor: Sherniyaz Mussakhan '],Classic
Basel,Abendmusiken-in-der-Predigerkirche-Johann-Vierdanck,2015-10-11,"[' Monika Mauch ', ' Kai Wessel ', ' Achim Glatz ', ' Dominik Wörner ']",Classic
Winterthur,Portrait-Scherbakov,2015-10-11,[' Konstantin Scherbakov '],Classic
Visp,Cinphonie-2015,2015-10-11,"[' Manuel Mengis ', ' Yannick Barman ']",Classic
Basel,Basel-Plucks,2015-10-11,"['Hopkinson Smith ', ' Mariana Flores ']",Classic
Zürich,JJ-Rosa,2015-10-11,"['JJ Rosa ', ' JJ Rosa ', ' Matteo Galesi ', ' Alex Grant Turney ', ' Jimmy Wood ']",
Lugano,Licht-und-Schatten,2015-10-11,[' Robert Koller '],Classic
Zürich,Ryan-Bingham,2015-10-11,"['Ryan Bingham ', ' Sons of Bill ']",
