location,event,date,artists,genre
Zürich,Sisters-Band,2015-10-12,['Sisters Band '],
Basel,Abendkonzert,2015-10-12,[' Roy Howat '],Classic
Zürich,Is-Tropical,2015-10-12,['Is Tropical '],Electronic
Bern,Jungspund,2015-10-12,[' works by Jagoda Szmytka '],Classic
null,Samo-Salamon-Bassless-Trio-feat.-Paul-McCandless-&-Roberto-Dani,2015-10-12,"[' Samo Salamon ', ' Paul McCandless ']",
Zürich,Speedy-Ortiz,2015-10-12,['Speedy Ortiz '],
Zürich,Severino,2015-10-12,['Severino '],Pop
Zürich,Rich-Robinson,2015-10-12,['Rich Robinson '],
Pratteln,The-Brew,2015-10-12,['The Brew '],
Zürich,Take-That,2015-10-12,['Take That '],Pop
Zürich,Tocotronic,2015-10-12,['Tocotronic '],
Baden,Le-Rex,2015-10-12,"[' Benedikt Reising ', ' Marc Stucki ', ' Andreas Tschopp ', ' Marc Unternährer ', ' Rico Baumann ']",
Zürich,The-Rise-&-Fall-of-Maximilian-Hecker,2015-10-12,['The Rise & Fall of Maximilian Hecker '],Pop
Zürich,Sarah-McKenzie,2015-10-12,"['Sarah McKenzie ', ' Sarah McKenzie ', ' Jo Caleb ', ' Pierre Boussaguet ', ' Gregory Hutchinson ']",
Solothurn,Blue-Monday,2015-10-12,['Rob Tognoni '],
Bern,Eugene-Chadbourne,2015-10-12,['Eugene Chadbourne '],
