location,event,date,artists,genre
Zürich,Gletscher-Fezzer,2015-11-11,['Gletscher Fezzer '],traditional
Lausanne,Oriental-&-Flamenco-Gypsy-Festival,2015-11-11,"[' Sajeda Obied ', ' Rosetta Lopardo ', ' Sotelo & Campanile ']",
Bern,Bilderbuch,2015-11-11,['Bilderbuch '],
Basel,Coop-Sinfoniekonzert,2015-11-11,[' Noa Wildschut '],Classic
Kriens,Terry-Bozzio,2015-11-11,['Terry Bozzio '],
Winterthur,Socalled,2015-11-11,['Socalled '],
Zürich,Yelawolf,2015-11-11,['Yelawolf '],
null,Konzert,2015-11-11,[' Magali Mosnier '],Classic
Bern,Panaccusticum,2015-11-11,[' Matthias Etter '],Pop
Zürich,Steaming-Satellites,2015-11-11,['Steaming Satellites '],
Solothurn,Cunninlynguists,2015-11-11,['Cunninlynguists '],
Zürich,Swim-Deep,2015-11-11,['Swim Deep '],Pop
Zürich,Yellow-Lounge,2015-11-11,"[' Daniel Hope ', ' Valentina Lisitsa ']",Classic
Luzern,Jam-Night,2015-11-11,"[' Emilia Taubic ', ' Bodo Maier ', ' Christian Winiker', ' Faruk Muslijevic ', ' Thomas Tavano ', ' Sascha Frischknecht ']",
Winterthur,Kiasmos,2015-11-11,['Kiasmos '],Electronic
Basel,Simply-Red,2015-11-11,['Simply Red '],Pop
Zürich,Asbjørn,2015-11-11,"['Asbjørn ', ' support: La Boum Fatale ']",Pop
Zürich,Sinfoniekonzert-Gion-Antoni-Derungs,2015-11-11,[' Andrea Wiesli '],Classic
Zürich,Marilyn-Manson,2015-11-11,['Marilyn Manson '],
null,Backyard-Babies,2015-11-11,['Backyard Babies '],
Winterthur,Jazz-am-Mittwoch,2015-11-11,"[' Andrea Janser ', ' Philipp Mosimann ']",
Winterthur,Ghost-Town-Trio-feat.-Dalia-Donadio,2015-11-11,"[' Dalia Donadio ', ' Urs Müller ', ' Claude Meier ', ' Lukas Mantel ']",
Zürich,Joel-Sarakula,2015-11-11,['Joel Sarakula '],Pop
Luzern,Lauter-Luisen,2015-11-11,"[' Muriel Zemp ', ' Karin Schulthess ', ' Katrin Marti ']",
Basel,Walter-Jauslin-Quintet,2015-11-11,"[' Daniel Blanc ', ' Daniel Schluchter ', ' Walter Jauslin ', ' Giorgos Antoniou ', ' Pius Baschnagel ']",
Basel,Jazzcampus-Session,2015-11-11,"['William Evens ', ' Niko Seibold ', ' Roberto Koch ', ' Jorge Rossy ']",
Zürich,Artist-in-Residence-René-Mosele,2015-11-11,"[' René Mosele ', ' Gauthier Toux ', ' Kenneth Dahl Knudsen ', ' Maxence Sibille ', ' Lukas Thöni ', ' Reto Suhner ']",
Zürich,Jazzbaragge-Wednesday-Jam,2015-11-11,"['Oli Keller ', ' Michael Chylewski ', ' Christian Niederer ']",
Sankt-Gallen,Destroyer,2015-11-11,"['Destroyer ', ' Jennifer Castle ']",
Lausanne,Swervedriver,2015-11-11,['Swervedriver '],
Zürich,Elvis-Perkins,2015-11-11,"['Elvis Perkins ', ' Nick Kinsey ']",
