location,event,date,artists,genre
Frauenfeld,Openair-Frauenfeld,2016-07-08,"['Kevin Gates ', ' 187 Strassenbande ', ' Ali As ', ' Dodo ']",
Frauenfeld,Openair-Frauenfeld,2016-07-08,"['50 Cent ', ' K.I.Z. ', ' Young Thug ', ' J. Cole ', ' Action Bronson ', ' Mac Miller ', ' Asap Ferg ', ' Haftbefehl ', ' Hopsin ', ' Motrip ']",
St.-Moritz,Festival-da-Jazz,2016-07-08,['David Paquette '],
Zürich,Prélude-ZHdK-Gesprächskonzert,2016-07-08,"['Nedyalko Petkov ', ' Arata Yumi ', ' Isabel Gehweiler  ', ' Johannes Herrmann ']",Classic
Basel,Orgelspiel-zum-Feierabend,2016-07-08,['Wolfgang Karius '],Classic
Dietikon,Feierabendmusik-in-der-Kirche,2016-07-08,"[' Daniel Notter ', ' Daniel Notter ']",
Winterthur,Classic-Openair-Folklore-&-Klassik,2016-07-08,"[' Eliana Burki ', ' Christoph Pfändler ']",Classic
Zürich,Instrumentales-Singen,2016-07-08,[' Leitung und Werke von Jörg Widmann '],Classic
Pratteln,Six-Feet-Under,2016-07-08,['Six Feet Under '],
Montreux,Montreux-Jazz-Festival,2016-07-08,"['Simly Red ', ' Quincy Jones ']",Pop
Montreux,Montreux-Jazz-Festival,2016-07-08,"['Jack Broadbent ', ' Robben Ford ']",
Montreux,Montreux-Jazz-Festival,2016-07-08,"['Feu! Chatterton ', ' Lou Doillon ', ' Jeanne Added ']",
Locarno,Moon-and-Stars,2016-07-08,"['Ellie Goulding ', ' Marco Mengoni ']",Pop
Basel,Pablo-Held-Trio,2016-07-08,"[' Pablo Held ', ' Robert Landfermann ', ' Jonas Burgwinkel ']",
St.-Moritz,Festival-da-Jazz,2016-07-08,"['Arturo Sandoval ', ' Arturo Sandoval ', ' Kemuel Roig ', ' Dave Siegel ', ' John Belzauguy ', ' Tiki Passillas ', ' Johnny Friday ']",
St.-Moritz,Festival-da-Jazz,2016-07-08,"[' Anthony Strong ', ' Alam Nathoo ', ' Dave Ohm ', ' Spencer Brown ']",
