location,event,date,artists,genre
Zürich,Jazzapero,2016-02-23,"[' Rodrigo Botter Maio ', ' Oliver Pellet ', ' Lino Botter Maio ']",
Zürich,Anderson-Paak-and-the-Free-Nationals,2016-02-23,['Anderson Paak and the Free Nationals '],
Zürich,Philharmonisches-Orchester-Breslau,2016-02-23,['Alexei Volodin '],Classic
Montreux,Hozier,2016-02-23,['Hozier '],Pop
Zürich,Wolf-Alice,2016-02-23,['Wolf Alice '],
null,Blues-Pills,2016-02-23,"['Blues Pills ', ' Pristine ']",
Zürich,Eagles-of-Death-Metal,2016-02-23,['Eagles of Death Metal '],
Luzern,Glen-Hansard,2016-02-23,['Glen Hansard '],
Zürich,Artist-in-Residence-Joke-Lanz,2016-02-23,"[' Joke Lanz ', ' Alexandre Babel ', ' Simone Aubert ', ' Mara Krastina ', ' Lea Jaecklin ', ' Colline Grosjean ']",Electronic
Zürich,Last-Train,2016-02-23,['Last Train '],
Winterthur,Xenya,2016-02-23,['Xenya '],Pop
Bern,Vök,2016-02-23,['Vök '],
