location,event,date,artists,genre
Verbier,Verbier-Festival,2015-07-29,"[' Martin Fröst ', ' Daniel Lozakovitj ', ' Julien Quentin ']",Classic
Zürich,Andy-Gruber-Band,2015-07-29,['Andy Gruber Band '],Pop
Zürich,Jazz-Arcades,2015-07-29,"[' Dave Feusi ', ' Tim Kleinert ', ' Patrick Sommer ']",
Verbier,Verbier-Festival,2015-07-29,"[' Sunhae Im ', ' Okka von der Damerau ']",Classic
Luzern,Nuclear-Assault,2015-07-29,['Nuclear Assault '],
Zürich,Serenade-im-Park-Sonja-Leutwyler-&-Freunde,2015-07-29,"['Sonja Leutwyler ', ' Astrid Leutwyler ', ' Dominique Bertschinger ']",Classic
Saanen,Menuhin-Festival-Gstaad-Rencontres-musicales,2015-07-29,[' conductor: Maxim Vengerov '],Classic
Binningen,"""Harmonia-organica""-Orgelkunst-in-Oberschwaben",2015-07-29,['Markus Schwenkreis '],Classic
Verbier,Verbier-Festival,2015-07-29,"['Joshua Bell ', ' Ilya Gringolts ', ' Antoine Tamestit ']",Classic
Bern,Bejazz-Sommer,2015-07-29,['Uptown Big Band '],
Zürich,Sun-Kil-Moon,2015-07-29,['Sun Kil Moon '],
Bignasco,Magic-Blues-Festival,2015-07-29,['The Quireboys '],
