location,event,date,artists,genre
Basel,Mimiko-Scherzo-&-lago,2015-10-14,"['Beatriz Blanco ', ' Federico Bosco ']",Classic
Zürich,Sisters-Band,2015-10-14,['Sisters Band '],
Zürich,Orgelspiele-Herbstzyklus,2015-10-14,['Andreas Jost '],Classic
Zürich,Marduk,2015-10-14,['Marduk '],
Zürich,Klaviersonaten,2015-10-14,['Vassilis Varvaresos '],Classic
Luzern,Der-Ring-ohne-Worte,2015-10-14,[' Nelson Freiere '],Classic
Basel,Konzertabend-Violine-und-Klavier,2015-10-14,"['Polina Nikiforova ', ' Gérard Wyss ']",Classic
Zürich,Arracher-son-âme-Zum-100.-Geburtstag-von-Edith-Piaf,2015-10-14,"['Rea Claudia Kost ', ' Niklaus Kost ']",Pop
Baden,Fernlust-Vom-Reisen-inspiriert,2015-10-14,['Luisa Splett '],Classic
null,Ein-Amerikaner-in-Paris,2015-10-14,"[' Daniel Gauthier ', ' Magdalena apaj ', ' ', ' Sebastian Pottmeier ', ' Jang Eun Bae ']",Classic
Bern,Tim-Vantol,2015-10-14,['Tim Vantol '],Pop
Liestal,Chris-Jones-&-The-Nights-Drivers,2015-10-14,['Chris Jones & The Nights Drivers '],
Zürich,Soak,2015-10-14,['Soak '],Pop
null,Christine-and-the-Queens,2015-10-14,['Christine and the Queens '],Pop
Luzern,Jam-Night,2015-10-14,"[' Alessandra Murer ', ' Christian Winiker ', ' Faruk Muelijevic ', ' Thomas Tavano ', ' Sascha Frischknecht ']",
Zürich,Tigran-Hamasyan-&-The-Yerevan-State-Chamber-Choir-Luys-i-Luso,2015-10-14,[' Tigran Hamasyan '],
Frauenfeld,Dana-Fuchs-&-Band,2015-10-14,['Dana Fuchs & Band '],
Luzern,Keller's-10,2015-10-14,"[' Reto Anneler ', ' Rafael Schilt ', ' Linus Hunkeler ', ' Yannick Barman ', ' Bernhard Bamert ']",
Zürich,Giorgio-Conte,2015-10-14,"['Giorgio Conte ', ' Giorgio Conte ', ' Bati Berlolio ', ' Alberto Malnati ']",Pop
Sankt-Gallen,U.S.-Girls,2015-10-14,['U.S. Girls '],Pop
Basel,Tree-Neye,2015-10-14,"[' Jonas Winterhalter ', ' Sebastian von Keler ', ' Oliver Friedli ', ' Hagen Neye ', ' Jan Schwinning ']",
Basel,Zar-Quartet,2015-10-14,"[' Domenic Landolf ', ' Marcus Wyatt ', ' Bänz Oester ', ' Dominic Egli ']",
Lugano,Gigi-D'Alessio,2015-10-14,"[""Gigi D'Alessio ""]",Pop
Zürich,Digger-Barnes,2015-10-14,['Digger Barnes '],Pop
Baden,Lukas-&-Friends,2015-10-14,"[' Lukas Brunner ', ' Marco Hochstrasser ', ' Reini Muther ', ' Daniel Hauenstein ']",Pop
Bern,Simon-Kempston,2015-10-14,['Simon Kempston '],
Zürich,Jazzbaragge-Wednesday-Jam,2015-10-14,"['Michael Bucher ', ' Herbie Kopf ', ' Florian Reichle ']",
