location,event,date,artists,genre
Basel,Rezital,2013-05-13,"['Astrig Siranossian ', ' Andriy Dragan ']",Classic
Solothurn,Marc-Andereggs-Boogie-Woogie-Trio-&-Joe-Schwach,2013-05-13,"[' Marc Joe Schwach ', ' Marc Anderegg ', ' Mark Chaplin ', ' Mario Lepore ']",
null,Levin-feat.-Becca-Stevens,2013-05-13,['Levin feat. Becca Stevens '],
Zürich,Konzert,2013-05-13,"['Andreas Brantelid ', ' Peter Friis Johansson ']",Classic
Gare-du-Nord,Basel,2013-05-13,['Fred Frith & Marcus Weiss '],
Zürich,The-Deadly-Gentlemen,2013-05-13,['The Deadly Gentlemen '],
Zürich,Watsky,2013-05-13,"['Watsky ', ' Dumbfoundead ']",
Hallenstadion,Zürich,2013-05-13,['Eros Ramazzotti '],
Flawil,Stage-Dogs,2013-05-13,"[' Mark Tenger ', ' Peter Wespi ', ' John Service ']",
Zürich,Nachtstunden-Musikpodium-der-Stadt-Zürich,2013-05-13,"[' Martina Brodbeck ', ' Ingrid Karlen ', ' Sylvia Nopper ']",Classic
Winterthur,Benjamin-Fincher,2013-05-13,['Benjamin Fincher '],Pop
Basel,Bachelorkonzert,2013-05-13,[' Félix Verry '],Classic
Zürich,The-Syndicate-File-Under-Zawinul,2013-05-13,"[' Munir Hossn ', ' Emile Parisien ', ' Thierry Eliez ', ' Alioune Wade ', ' Aziz Sahmaoui ']",
Sankt-Gallen,Ghostpoet,2013-05-13,"['Ghostpoet ', ' Cloud Boat ']",
Reussbühl,Debbi-Walton,2013-05-13,[' Mike Cross '],
