location,event,date,artists,genre
Zürich,4.-Fastensonntag-Laetare,2014-03-29,"['Emanuel Rütsche ', ' Felix Gubser ']",Classic
Bern,Bernische-Chopin-Gesellschaft,2014-03-29,['Beatrice Rana '],Classic
Basel,Konzert-für-Flöte-und-Harfe,2014-03-29,"['Franziska Kerler ', ' Stephanie Meitzner ']",Classic
Zürich,Atlas-&-Axis,2014-03-29,['Atlas & Axis '],
Luzern,Piano-Entertainment,2014-03-29,['Mega Horvath '],
Zürich,Sugarfive,2014-03-29,"[' Nevio Tebaldi ', ' Dino Romano ', ' Davide Mandato ', ' Fabiano Lapulce ', ' Tommaso M. Tedesco ']",Pop
Lyss,Ladylike-Lily,2014-03-29,['Ladylike Lily '],
Basel,Mozart-Requiem,2014-03-29,"[' Jessica Jans ', ' Silke Gäng ', ' Jakob Pilgram ', ' Ernst Buscagne ']",Classic
Luzern,Africa,2014-03-29,"['Leonard Chew ', ' Irène Weis ', ' Raymond Caduff ']",Classic
Bern,Anna-Calvi,2014-03-29,['Anna Calvi '],
Luzern,Sinfonie-in-Bildern,2014-03-29,"[' Julia Sukmanova ', ' Alexandra Petersamer ', ' Jörg Dürmüller ', ' Wilhelm Schwinghammer ']",Classic
Thun,Sinfoniekonzert,2014-03-29,[' Georgios Balatsinos '],Classic
Berikon,Vox-Amoris,2014-03-29,"[' Erik Schumann ', ' Isabel Charisius ', ' Sebastian Bohren ']",Classic
Zürich,M4Music,2014-03-29,"['Broken Bells ', ' Dillon ', ' Bonaparte ']",Pop
Lausanne,Alex-Hepburn,2014-03-29,['Alex Hepburn '],
Zürich,M4Music,2014-03-29,['Glass Animals '],Pop
Aarau,Devil-Driver,2014-03-29,"['Devil Driver ', ' Sylosis ', ' Bleed From Within ']",
Zürich,Manu-Dibango-&-The-Soul-Makossa-Gang,2014-03-29,['Manu Dibango & The Soul Makossa Gang '],
Bern,Hiromi,2014-03-29,['Hiromi '],
null,Mumakil,2014-03-29,"[' Rotten Sound ', ' Blockheads ', ' Ingrowing ', ' Feastem ', ' Whoresnation ']",
Herrliberg,Almerim-Konzert,2014-03-29,"['Damian Giosuel Benedetti ', ' Eva Luna Benedetti ', ' Reto Hofstetter ']",
Zürich,Lissie,2014-03-29,['Lissie '],
Lichtensteig,Famiglia-Rossi,2014-03-29,['Famiglia Rossi '],
Wädenswil,Jokerwoman-Revisited,2014-03-29,"[' Dodo Hug ', ' Evisio Contini ', ' Andreas Kühnrich ']",Pop
Luzern,Keebonk,2014-03-29,['Keebonk '],
Winterthur,Burst-&-Bloom,2014-03-29,"['Fjørt ', ' El Camino Car Crash ', ' I Saw Daylight ']",
Basel,Rudi-Berger-Quintet-feat.-Mike-Clark,2014-03-29,"[' Rudi Berger ', ' Mauro Rodrigues ', ' William Evans ', ' Stephan Kurmann ', ' Mike Clark ']",
Schaffhausen,Bonebreaker-Ball,2014-03-29,[' I Scream for Ice Cream '],
Winterthur,Noche-cubana,2014-03-29,['Live: Azúcar '],
Luzern,Samavayo,2014-03-29,['Samavayo '],
Thun,Ratatöska,2014-03-29,['Ratatöska '],
Cham,Roachford,2014-03-29,['Roachford '],Pop
Sursee,Äl-Jawala,2014-03-29,['Äl Jawala '],
Zürich,Eszter-Munkácsy-Quartet,2014-03-29,"['Eszter Munkácsy Quartet ', ' Eszter Munkácsy ', ' Dániel Szebényi ', ' Tibor Fonay ', ' Péter Laskay ']",
null,Matthias-Kolly-&-Band,2014-03-29,"[' Matthias Kolly ', ' Charlotte Planchou ', ' Julien Minguely ', ' Eduardo Mendez ', ' Aldéric Staehli ', ' Antoine Humberset ']",
Rubigen,Albert-Lee-&-Hogan's-Heroes,2014-03-29,"[""Albert Lee & Hogan's Heroes ""]",
Zürich,Baskery,2014-03-29,"['Baskery ', ' Hugo Race ']",
Zürich,Malfunktion,2014-03-29,"[' Salvatore Catalano ', ' Lukas Marti ', ' Michael Schoenenberger ', ' Tobias Helfenstein ', ' Christoph Loetscher ']",
Zürich,M4Music,2014-03-29,['Chlöe Howl '],Pop
Wil,Apparatschik,2014-03-29,['Apparatschik '],
Basel,Bson,2014-03-29,"['Bson ', ' Fjodor ', ' Burnpilot ']",
null,Lexer,2014-03-29,['Lexer '],Electronic
null,Septeto-International-feat.-Juan-Munguía,2014-03-29,[' Michael Fleiner '],
null,Next-Step,2014-03-29,['DJs Sam Binga '],Electronic
null,Scarecrow,2014-03-29,['Scarecrow '],
Rorschach,El-Bachatazo-Latin-Night,2014-03-29,"[""DJ Da'le ""]",
Winterthur,Glow,2014-03-29,['Kölsch '],Electronic
Zürich,M4Music,2014-03-29,['Charli XCX '],
