location,event,date,artists,genre
Luzern,Orgelgewitter,2014-08-12,['Wolfgang Sieber '],Classic
Luzern,Piano-Entertainment,2014-08-12,['Patrick Greiner '],
Murten,Murten-Classics-Apérokonzert,2014-08-12,"[' Jakub Výborný ', ' Bohumír Strnad ', ' Otakar Salajka ', ' Radan Vach ']",Classic
Gstaad,Menuhin-Festival-Gstaad,2014-08-12,"['Christoph Dangel ', ' Sergio Ciomei ']",Classic
Zürich,Sun-Kil-Moon,2014-08-12,['Sun Kil Moon '],
Pratteln,Steve-Earle,2014-08-12,['Steve Earle '],
Bern,Eröffnungskonzert,2014-08-12,"[' Nuria Rial ', ' Christian Immler ']",Classic
Luzern,Orgelsommer,2014-08-12,['Gabriele und Hilmar Gertschen '],Classic
Zürich,Osmani-Garcia,2014-08-12,['Osmani Garcia '],
Basel,Im-Fluss,2014-08-12,['Six 60 '],
Düdingen,Perfect-Pussy,2014-08-12,['Perfect Pussy '],
