location,event,date,artists,genre
Winterthur,Sanz-Girod,2015-04-18,"[' Albert Sanz ', ' Dominique Girod ']",
Zürich,Cantars-Kirchenklangfest,2015-04-18,"[' Merit Eichhorn ', ' Frédéric Champion ']",Classic
Zermatt,Zermatt-Unplugged,2015-04-18,"[""Ronnie Scott's All Stars ""]",
Zermatt,Zermatt-Unplugged,2015-04-18,['Kids of Adelaide '],
Zürich,Cantars-Kirchenklangfest,2015-04-18,"['Margrit Fluor ', ' Sprecher: Sebastian Goll ']",Classic
Zermatt,Zermatt-Unplugged,2015-04-18,['Yalta Club '],Pop
Zürich,Cantars-Kirchenklangfest,2015-04-18,"['Franziska Wigger ', ' Roger Konrad ', ' André Briel ']",Classic
Zürich,Werner-und-Company,2015-04-18,['Werner und Company '],Pop
Luzern,Piano-Entertainment,2015-04-18,['Dezsö Balogh '],Classic
Zermatt,Zermatt-Unplugged,2015-04-18,['Sunset Sons '],Pop
Zürich,Brooke-Fraser,2015-04-18,['Brooke Fraser '],Pop
Basel,Beethoven-Brahms-Boulanger,2015-04-18,"['Gérard Wyss ', ' Tytus Miecznikowski ']",Classic
Cully,Cully-Jazz,2015-04-18,"['Big Daddy Wilson ', ' Big Daddy Wilson ', ' Roberto Morbioli ', ' Paolo Legramandi ', ' Nik Taccori ']",
Basel,Konzert,2015-04-18,"['Sol Gabetta ', ' Riccardo Bovino ', ' Karin Dornbusch ', ' Paavali Jumppanen ', ' Carl Wolf ', ' Svetlana Ignatovich ']",Classic
null,Jazzkonzert,2015-04-18,"[' Adam Taubitz ', ' Marc Ullrich ', ' Simone Bollini ', ' Dominik Schürmann ', ' Christoph Mohler ']",
Zermatt,Zermatt-Unplugged,2015-04-18,['Gabrielle '],
Spreitenbach,Michelle,2015-04-18,['Michelle '],traditional
Basel,Bach-erhaben,2015-04-18,"[' Miriam Feuersinger ', ' Alex Potter ']",Classic
Zürich,Dry-The-River,2015-04-18,['Dry The River '],
Basel,Brahms-in-Wort-und-Ton,2015-04-18,"[' Yvonne Naef ', ' Irmgard Scheitler ']",Classic
Basel,Blues-Festival-Basel,2015-04-18,[' Jim Liban and Sam Burckhardt with the Joel Paterson Trio '],
Bern,Werkstatt-für-improvisierte-Musik-Bern,2015-04-18,[' Spill '],
Zürich,Against-Me,2015-04-18,"['Against Me ', ' Roger Harvey ', ' Caves ']",
Zürich,Frühlingskonzert,2015-04-18,"[' Regina Graus ', ' Simone Hofstetter ', ' Walter Siegel ', ' conductor: Markus J. Frey ']",Classic
Zug,Old-'n'-Loud,2015-04-18,"['Lou Cifer and the Hellions ', ' Ed Philips and the Memphis Patrol ', "" Jumpin' Bop ""]",
Zürich,Dee-Dee-Bridgewater-&-China-Moses,2015-04-18,['Dee Dee Bridgewater & China Moses '],
Zürich,Moscow-Art-Trio,2015-04-18,"[' Arkady Shilkloper ', ' Sergey Starostin ', ' Misha Alperin ', ' Sonia Borisova ']",
Bülach,Junge-Talente-Geschwister-Dörken,2015-04-18,"['Danae Dörken ', ' Kiveli Dörken ']",Classic
Jona,Berg-&-Ruosch,2015-04-18,"[' Lisa Berg ', ' David Ruosch ', ' Curdin Janett ', ' Andreas Schmid ']",Pop
La-Chaux-de-Fonds,Kimmig-Studer-Zimmerlin-feat.-Phil-Minton,2015-04-18,"[' Harald Kimmig ', ' Daniel Studer ', ' Alfred Zimmerlin ', ' Phil Minton ']",
Zug,Celtica,2015-04-18,['Celtica '],
Zürich,Shanir-Blumenkranz'-Abraxas,2015-04-18,"[""Shanir Blumenkranz' Abraxas "", ' Shanir Blumenkranz ', ' Aram Bajakian ', ' Eyal Maoz ', ' Kenny Grohowski ']",
Baden,Swingender-Mainstream-Jazz,2015-04-18,"[' Erich Gandet ', ' Bruno Gandet ', ' Hans Rothenbühler ', ' Tico Keller ', ' Hannes Hänggli ']",
Basel,Carlo-Mombelli-&-the-Story-Tellers,2015-04-18,"[' Mbuso Khoza ', ' Adrian Mears ', ' Daniel Pezzotti ', ' Kyle Shepherd ', ' Carlo Mombelli ', ' Dejan Terzic ']",
Liestal,Irène-Schweizer-&-Jürg-Wickihalder-Spring,2015-04-18,['Irène Schweizer '],
Winterthur,Burst-&-Bloom,2015-04-18,['We Never Learned To Live '],
Zürich,Musik-im-Rausch,2015-04-18,"['Deborah Marchetti ', ' Bernhard Parz ']",Classic
Cully,Cully-Jazz,2015-04-18,"['Joshua Redman Trio ', ' Joshua Redman ', ' Reuben Rogers ', ' Gregory Hutchinson ']",
Zermatt,Zermatt-Unplugged,2015-04-18,['Travis '],Pop
Zürich,Moon-Duo,2015-04-18,['Moon Duo '],
Bad-Ragaz,Scafusia,2015-04-18,"[' Beat Inderbitzin ', ' Jean Charles Reber ', ' Eddie Davies ', ' Bernie Ruch ']",
Münchenbuchsee,Wädi-Gysi,2015-04-18,['Wädi Gysi '],Pop
Lausanne,Charlie-Winston,2015-04-18,"['Charlie Winston ', ' Tom Baxter ']",
Thun,Maria-Doyle-Kennedy,2015-04-18,['Maria Doyle Kennedy '],
Cully,Cully-Jazz,2015-04-18,"['Kasse Mady Diabaté ', ' Kasse Mady Diabaté ', ' Ballaké Sissoko ', ' Badje Tounkara ', ' Lansiné Kouyaté ']",
Wil,Exilia,2015-04-18,['Exilia '],
Cully,Cully-Jazz,2015-04-18,"['Piers Faccini & Vincent Segal ', ' Piers Faccini ', ' Vincent Segal ']",
Baden,Rock-a-Billy-Part-7,2015-04-18,[' The Kentucky Boys '],
null,Robert-Trainor-Band,2015-04-18,"[' Robert Trainor ', ' Robert Ronnback ', ' Nick Mens ', ' HP Galenda ']",
Düdingen,A-Place-to-Bury-Strangers,2015-04-18,['A Place to Bury Strangers '],
Thun,Chubby-Buddy,2015-04-18,"[' Marc Amacher ', ' Dominik Liechti ']",
Schaffhausen,Abwärts,2015-04-18,['Abwärts '],
Basel,The-Noise,2015-04-18,"['The Noise ', ' Zach Mathieu ']",
Luzern,Reggae-Link-Up,2015-04-18,"['Skarra Mucci ', ' Phantom ', ' Blend Mishkin ', ' J.J. Wild ']",
Zermatt,Zermatt-Unplugged,2015-04-18,['Philipp Poisel '],
Zermatt,Zermatt-Unplugged,2015-04-18,['Billy Lockett '],Pop
