location,event,date,artists,genre
Zürich,Jazzapero,2013-11-12,"['Floriano Inácio Jr. Quartet ', ' Floriano Inácio Jr. ', ' Rodrigo Botter Maio ', ' Dudu Penz ', ' Mauro Martins ']",
Luzern,Piano-Entertainment,2013-11-12,['Mark Tenger '],
Zürich,Emiliana-Torrini,2013-11-12,['Emiliana Torrini '],Pop
Basel,Liederabend,2013-11-12,"['Thomas Bauer ', ' Jos van Immerseel ']",Classic
Zürich,Great-Elk,2013-11-12,['Great Elk '],Pop
Zürich,Drenge,2013-11-12,['Drenge '],
Zürich,ZKO-Meets-Ingrid-Lukas,2013-11-12,"[' Ingrid Lukas ', ' Patrik Zosso ', ' Michel Gsell ', ' Céline-Giulia Voser ']",Classic
Zürich,Lisa-Stansfield-verschoben,2013-11-12,['Lisa Stansfield '],
null,Céline-Huber-&-Oliver-Fabro,2013-11-12,"[' Céline Huber ', ' Oliver Fabro ']",
Zürich,Sublime-With-Rome,2013-11-12,['Sublime With Rome '],
Zürich,Trousers-of-Kilkenny,2013-11-12,"[' Fanny Weber ', ' Philipp Reinmann ', ' Gülbün Can ', ' Helen Lehmann ']",
null,Baloise-Session,2013-11-12,"['Incognito ', ' Randy Crawford & Leon Bisquera ']",
Zürich,Luciana-Souza-Duo,2013-11-12,"['Luciana Souza Duo ', ' Luciana Souza ', ' Romero Lubambo ']",
Zürich,Seether,2013-11-12,"['Seether ', ' Shaun Morgan ', ' Dale Stewart ', ' Dave Cohoe ']",
Düdingen,Martin-Bisi-Band,2013-11-12,"['Martin Bisi Band ', ' Cinema Cinema ']",
Zürich,Martin-Jondo,2013-11-12,['Martin Jondo '],
Zürich,Red,2013-11-12,['Red '],
null,Gonzalo-Rubalcaba-Volcan,2013-11-12,"['Gonzalo Rubalcaba Volcan ', ' Gonzalo Rubalcaba ', ' Jose Armando Gola ', ' Giovanni Hidalgo ', ' Horacio El Negro Hernandez ']",
Mels,The-Holmes-Brothers,2013-11-12,['The Holmes Brothers '],
Zürich,Jim-Black-Trio,2013-11-12,"['Jim Black Trio ', ' Jim Black ', ' Elias Stemeseder ', ' Thomas Morgan ']",
Lausanne,Steven-Wilson,2013-11-12,['Steven Wilson '],
null,Johnny-Clegg,2013-11-12,['Johnny Clegg '],
Basel,CulturEscapes,2013-11-12,"[' Elina Duni ', ' Colin Vallon ', ' Patrice Moret ', ' Norbert Pfammatter ']",
Luzern,Ducadu,2013-11-12,"[' Simon Schwaninger ', ' Marco Clerc ', ' Alessandro Giannelli ']",
Zürich,Royal-Canoe,2013-11-12,"['Royal Canoe ', ' Juana Molina ']",Pop
