location,event,date,artists,genre
Zürich,Lunchkonzert-Venezianisches-Barock,2015-05-26,"['Juliana Georgieva ', ' Yuko Arakaki ', ' Rumjana Naydenova ', ' Barbara Oehm ']",Classic
Zürich,Rezital-Master-Music-Performance-Konzert,2015-05-26,['Valerie Mbigna Mbakop '],Classic
Zürich,Werner-und-Company,2015-05-26,['Werner und Company '],Pop
Luzern,Piano-Entertainment,2015-05-26,['Jozsef Sarkozy '],Classic
Zürich,Tough-Tenor,2015-05-26,"['Christoph Grab ', ' Marcel Thomi ', ' Jonas Ruther ']",
Weggis,Anthony-Caputo,2015-05-26,['Anthony Caputo '],
Basel,Masterrezital,2015-05-26,['Ye Jin Byun '],Classic
Zürich,Konzert-um-halb-acht,2015-05-26,"['Barbara Böhi ', ' Gregor Ehrsam ']",Classic
Baden,Blues-Festival-Baden,2015-05-26,['BluesKidz '],
Pratteln,Hell,2015-05-26,['Hell '],
Luzern,Carmina-Burana,2015-05-26,[' Philipp Scheucher '],Classic
Zürich,Gone-to-Waste,2015-05-26,"['Gone To Waste ', ' Benchpress ', ' Detriment ']",
Baden,Blues-Festival-Baden,2015-05-26,"[' Renato Cazzaniga ', ' Roli Mosimann  ', ' Chris Heule ', ' Michi Bütikofer ', ' Eric Kunz ', ' Patrick Röösli ', ' Martin Scheidegger ']",
Zürich,Echosmith,2015-05-26,"['Echosmith ', ' support: Alvarez Kings ']",Pop
Luzern,Heimspiele,2015-05-26,"[' Christy Doran ', ' Patricia Draeger ', ' Christian Weber ', ' Lionel Friedli ']",
Winterthur,Intime-Skizzen,2015-05-26,"[' Daniela Müller ', ' Petra Ackermann ', ' Tamriko Kordzaia ', ' Karolina Öhmann ']",Classic
Zürich,Renzo-Spotti-Trio,2015-05-26,"[' Renzo Spotti ', ' Tomi Hirt ', ' Dieter Ulrich ']",
-Alte-Kirche,Boswil,2015-05-26,"['Richie Beirach ', ' Gregor Hübner ']",
Basel,Vortragsstunde,2015-05-26,[' Ivo Haun de Oliveira '],Classic
Basel,Steve-Grossman-Quartet,2015-05-26,"[' Steve Grossman ', ' Martin Sasse ', ' Henning Gailing ', ' Joost van Schajk ']",
Zürich,Pari-San,2015-05-26,['Pari San '],Pop
Zürich,Mediterranean-Music-Festival,2015-05-26,['Constantinople '],
Zürich,Theo-Kapilidis-Quartett,2015-05-26,"[' Theo Kapilidis ', ' Florian Egli ', ' Raphael Walser ', ' Pius Baschnagel ']",
