location,event,date,artists,genre
Zürich,Mittagsmusik,2016-04-27,"['Madeleine Esther Zimmermann ', ' Beatrice Kunz ', ' Robert Newson ']",Classic
Basel,Wednesday-Live,2016-04-27,"[' Yatatchi ', ' Peter Gysin ', ' Willy Surbeck ', ' Louie Maiello ']",
Bern,Internationales-Jazzfestival-Bern,2016-04-27,"['New Orleans Groove Masters ', ' Marcus Roberts and the Modern Jazz Generation ']",
Zürich,Jazz-im-Seefeld,2016-04-27,"[' Matthias Spillmann ', ' Gabriel Dalvit ', ' Albert Sanz ', ' Dominique Girod ', ' Claudio Strüby ']",
Basel,Coop-Sinfoniekonzert,2016-04-27,[' Elena Bashkirova '],Classic
null,Tournee-V,2016-04-27,[' Sol Gabetta '],Classic
Bern,Freedom,2016-04-27,"['Natalie Klaus ', ' Virginia Arancio ']",Classic
Basel,Jazzfestival-Basel,2016-04-27,"[' Martin Tingvall ', ' Jürgen Spiegel ', ' Omar Rodriguez Calvo ']",
Zürich,Candy-Dulfer,2016-04-27,['Candy Dulfer '],
Zürich,Candy-Dulfer,2016-04-27,['Candy Dulfer '],
Winterthur,Ghost-Town-Trio-feat.-Delia-Mayer,2016-04-27,"[' Delia Mayer ', ' Urs Vögeli ', ' Claude Meier ', ' Lukas Mantel ']",Pop
Baden,Endlich-Mittwoch-Drinwiefern,2016-04-27,"[' Nathalie Martinez ', ' Marina Oboussier ', ' Sabrina Kadri ']",
Zürich,The-American-West,2016-04-27,['The American West '],
Zürich,Treetop-Flyers,2016-04-27,['Treetop Flyers '],
Basel,Jazzcampus-Session,2016-04-27,"[' Michael Beck ', ' André Buser ', ' Marc Roos ', ' Gregor Hilbe ']",
Zürich,ZKB-Jazzpreis,2016-04-27,"['Max Petersen ', ' Xaver Rüegg ', ' Paul Ameller ']",
Basel,Kakkmaddafakka,2016-04-27,['Kakkmaddafakka '],
Luzern,Donat-Fisch-Quartet,2016-04-27,"[' Donat Fisch ', ' Andy Scherrer ', ' Bänz Oester ', ' Norbert Pfammatter ']",
Basel,David-Ambrosio-Trio,2016-04-27,"[' Loren Stillman ', ' David Ambrosio ', ' Russ Meissner ']",
Zürich,Moderat,2016-04-27,['Moderat '],Electronic
Düdingen,Radiation-City,2016-04-27,['Radiation City '],
