location,event,date,artists,genre
null,Comedy-Meets-Classic,2017-02-01,"[' Hyung-ki Joo ', ' Aleksey Igudesman ']",Classic
Winterthur,Eine-neue-Schubert-Sinfonie,2017-02-01,[' Kenneth Henderson '],Classic
Luzern,Mahlers-und-Mozarts-Variationenlust,2017-02-01,[' Isabelle van Keulen '],Classic
Zürich,Orchestermagie,2017-02-01,[' Jan Lisiecki '],Classic
Bern,Marey,2017-02-01,"[' Maryam Hammad ', ' Aurèle Louis ', ' Julien Revilleud ', ' Luigi Galati ']",Pop
Luzern,Jam-Night,2017-02-01,"[' Alessandra Murer ', ' Faruk Muslijevic ', ' Christian Winiker ', ' Claudio Berger ', ' Sascha Frischknecht ']",Hip
Herisau,Lucky-Chops,2017-02-01,['Lucky Chops '],traditional
Zürich,Formen,2017-02-01,"[' Vera Wahl ', ' Manuela Villiger ']",Classic
Winterthur,Modus-Quartet-feat.-Houry-Dora-Apartian,2017-02-01,"[' Antonello Messina ', ' Alkis Zopoglou ', ' Lorenz Beyeler ', ' Omri Hason ', ' Houry Dora Apartian ']",Jazz
Basel,Marc-Mezgolits-Quartet,2017-02-01,"[' Marc Roos ', ' Sebastian von Keler ', ' Stephan Plecher ', ' Marc Mezgolits ']",Jazz
null,Frank-Carter-&-The-Rattlesnakes,2017-02-01,['Frank Carter & The Rattlesnakes '],Rock
Lausanne,Jack-Savoretti,2017-02-01,['Jack Savoretti '],Pop
Wädenswil,Suisse-Diagonales-Jazz,2017-02-01,"[' René Mosele ', ' Dave Feusi ', ' Patrick Sommer ', ' Alfred Vogel ', ' Marie Krüttli ', ' Lukas Traxel ', ' Martin Perret ']",Jazz
Basel,The-King-Khan-&-BBQ-Show,2017-02-01,['The King Khan & BBQ Show '],Rock
Zürich,Jazzbaragge-Wednesday-Jam,2017-02-01,"['Vinz Vonlanthen ', ' Christian Weber ', ' Gerry Hemingway ']",Jazz
Winterthur,The-Proper-Ornaments,2017-02-01,['The Proper Ornaments '],Pop
Zürich,Jazz-im-Oberdorf,2017-02-01,"[' Yumi Ito ', ' Yves Theiler ']",Jazz
