location,event,date,artists,genre
Bern,Winds-Meet-Strings,2013-12-01,"[' Doris Mende ', ' Christian Holenstein ', ' Fíona-Aileen Kraege ', ' Ingrid Schmanke ', ' Julia Malkova ', ' Eva Wyss-Simmen ']",Classic
Zug,Sinfoniekonzert,2013-12-01,[' Fabio Di Casola '],Classic
Grenchen,Sound-of-Swing-Quintett,2013-12-01,"[' Roger Gutzwiller ', ' Ben Zahler ', ' Gabriel Walter ', ' Denis Flaig ']",
Zürich,Unerhört-Ein-Zürcher-Jazzfestival,2013-12-01,"[' Isa Wiss ', ' Albin Brun ', ' Luca Sisera ', ' Markus Lauterburg ']",
Riehen,Stars-von-morgen,2013-12-01,['Barbara Uszynska '],Classic
Winterthur,Sonntagsmatinée,2013-12-01,"['Chie Tanaka ', ' Maria Surnacheva ', ' Kristof Zambo ']",Classic
Luzern,Una-follia-di-Napoli,2013-12-01,"['Maurice Steger ', ' Hille Perl ', ' Naoki Kitaya ', ' Lee Santana ']",Classic
Luzern,Una-follia-di-Napoli,2013-12-01,"['Maurice Steger ', ' Hille Perl ', ' Naoki Kitaya ', ' Lee Santana ']",Classic
Zürich,Grenzen-Grenzbereiche-der-Spätromantik,2013-12-01,"[' Andreas Janke ', ' Elisabeth Bundies ', ' David Greenlees ', ' Christian Proske ', ' Katja Fuchs ', ' Mattia Zappa ']",Classic
Zürich,Unerhört-Ein-Zürcher-Jazzfestival,2013-12-01,"[' Lea Fries ', ' Chris Guilfoyle ', ' Hanna Marchand ', ' Noah Arnold ', ' Elio Amberg ', ' David Müller ']",
Aarau,Entlang-der-Neuen-Seidenstrasse-Konzertreihe,2013-12-01,"['Yang Jing ', ' Christy Doran ']",
Zürich,Herbstkonzerte,2013-12-01,[' Sabine Poyé Morel '],Classic
Winterthur,Musica-aperta,2013-12-01,"['Jeannine Hirzel ', ' Werner Bärtschi ']",Classic
Luzern,Nadja-Räss,2013-12-01,[' Talilema '],
null,Sonntags-um-5,2013-12-01,"['Martin Bachofen ', ' Davide Jäger ', ' Igor Keller ', ' Fernando Gomes ']",Classic
Allschwil,Musik-für-Blockflöte-und-Orgel,2013-12-01,"['Florentin Manetsch ', ' Alexander Schmid ']",Classic
Basel,Wahn-Witz-Ahnung,2013-12-01,"['Susanne Huber ', ' André Thomet ', ' Mihaela Despa ', ' Peter Fleischlin ']",Classic
Zürich,ClassiCanto-Chor-und-Kammerorchester-Zürich-Affoltern-Adventskonzert,2013-12-01,"['Tabea Herzog ', ' Eugenio Giovine ']",Classic
Binningen,The-Spring-of-Winter'd-Hearts,2013-12-01,"[' Alex Potter ', ' Baptiste Romain ']",Classic
Rafz,Mondschatten,2013-12-01,"['Jacqueline Ott ', ' Mateusz Szczepkowski ']",Classic
Pieterlen,Mike-Silver,2013-12-01,['Mike Silver '],
Basel,Adventskonzert,2013-12-01,"['Dieter Wagner ', ' Susanne Jenne-Linde ']",Classic
Luzern,US-Bombs,2013-12-01,['US Bombs '],
Zürich,Orgelzyklus-Von-Bach-bis-Vierne,2013-12-01,['Ursina Caflisch '],Classic
Herrliberg,Adventskonzert,2013-12-01,[' Nicole Andris '],Classic
Zürich,Adventskonzert-mit-Apéro,2013-12-01,"['Martin Schilling ', ' Thomas Flückiger ', ' Sammy Arturi ', ' Thomas Lutz ']",
null,Klassik-trifft-Moderne,2013-12-01,[' Jieun Park '],Classic
Basel,Stimmen-im-Advent,2013-12-01,['Urna '],Classic
Zürich,Konzert,2013-12-01,"[' Kamilla Schatz ', ' Karl-Andreas Kolli ']",Classic
Zollikon,Adventskonzert,2013-12-01,"[' Barbara Fuchs ', ' Barbara Schröder-Gujon ', ' Simon Witzig ', ' Michael Kreis ']",Classic
Zürich,Unerhört-Ein-Zürcher-Jazzfestival,2013-12-01,"[' Nathanael Su ', ' Jean-Paul Brodbeck ', ' Tobias Preisig ', ' Stefan Aeby ', ' André Pousaz ', ' Michi Stulz ', ' Jan Bang ']",
Luzern,Banu-Gibson,2013-12-01,"[' Banu Gibson ', ' Duke Heitger ', ' Dan Block ', ' David Sager ', ' David Boeddinghaus ', ' Kerry Lewis ', ' Jeff Hamilton ']",
Kongresshaus,Zürich,2013-12-01,"['Mariza ', ' Mariza ', ' Jose Neto ', ' Pedro Joia ', ' Nando Araujo ', ' Vicky Marques ']",Mariza
Zürich,Deap-Vally,2013-12-01,"['Deap Vally ', ' Jjuu Jjuu ']",
Zürich,Touché-Amoré,2013-12-01,"['Touché Amoré ', ' Self Defense Family ', ' Dad Punchers ']",
Zürich,Extra-Soiree,2013-12-01,"['Julia Fischer ', ' Milana Chernyavska ']",Classic
Winterthur,Andrinada,2013-12-01,"[' Andrina Bollinger ', ' Bernhard Bamert ', ' Patrick Sommer ', ' Florian Reichle ', ' Jodok Hess ']",
