location,event,date,artists,genre
Zürich,Glantaler-Power-Men,2015-12-01,['Glantaler Power Men '],Pop
Zürich,Sonic-Calligraphy,2015-12-01,"[' Peggy Chew ', ' Silvan Schmid ', ' Adrian Frey ', ' Willy Kotoun ']",Pop
Zürich,Cecilia-&-Rolando-in-Concert,2015-12-01,"[' Cecilia Bartoli ', ' Rolando Villazón ']",Classic
Zürich,Ryan-Sheridan,2015-12-01,['Ryan Sheridan '],Pop
Zürich,Vintage-Trouble,2015-12-01,"['Vintage Trouble ', ' support: Slydigs ']",
Zürich,Beat-Kaestli-&-Band,2015-12-01,"[' Beat Kaestli ', ' Matthias Spillmann ', ' Jan Eschke ', ' Benny Schaefer ', ' Dominic Egli ', ' Nubya & Tanja Dankner ']",
Zürich,Jazzraum,2015-12-01,"[' Vojko Huter ', ' Mischa Frey ', ' Marcio de Sousa ']",
Zürich,Bane,2015-12-01,"['Bane ', ' Backtrack ', ' Tausend Löwen unter Feinden ']",
Zürich,Artist-in-Residence-Lukas-Mantel,2015-12-01,"[' Lukas Mantel ', ' Luca Eusebio ', ' Manuel Troller ', ' Julian Sartorius ']",
Lugano,Lea-Birringer-e-Esther-Birringer,2015-12-01,"['Lea Birringer ', ' Esther Birringer ']",Classic
Basel,Quiet-Is-the-New-Loud,2015-12-01,['Kings of Convenience '],
Basel,Houry-D.-Apartian-Quintet,2015-12-01,"[' Houry Dora Apartian ', ' Adrian Pflugshaupt ', ' Oliver Friedli ', ' Patrick Sommer ', ' Tobias Friedli ']",
Luzern,Workshopkonzerte-Jazz,2015-12-01,"[' Martina Gemassmer ', ' Simon Ruckli ', ' Benjamin Leuenberger ', ' Daniel Messina ', ' ', ' Gabriel Hammersley ']",
Zürich,Lola-Marsh,2015-12-01,['Lola Marsh '],Pop
