location,event,date,artists,genre
Basel,Altstadt-Serenaden-2016,2016-06-15,"[' Adelina Oprean ', ' ', ' Conradin Brotbek ']",Classic
Zürich,Jazz-Arcades,2016-06-15,"[' Mats Spillmann ', ' Dave Feusi ', ' Stefan Stahel ', ' Thomas Reinecke ', ' Niederer ']",
Zürich,Festspiele-Zürich-Liederabend,2016-06-15,"['Christian Gerhaher ', ' Gerold Huber ']",Classic
Palais-des-Congrès,null,2016-06-15,"[' Suyoen Kim ', ' Pablo Ferrández ']",Classic
Aarau,Beartooth,2016-06-15,['Beartooth '],
Zürich,Gary-Clark-Jr.,2016-06-15,['Gary Clark Jr. '],Pop
Luzern,Jam-Night,2016-06-15,"[' Sam Mösching ', ' Mike Harmon ', ' Peter Manheim ']",
null,Gojira,2016-06-15,['Gojira '],Electronic
Pratteln,Megadeath,2016-06-15,"['Megadeath ', ' Havok ']",
Basel,Madrigale-u.-Tanzmusik-v.-Balthasar-Fritsch,2016-06-15,[' Ulrike Hofbauer '],Classic
Zürich,Black-Sabbath,2016-06-15,['Black Sabbath '],
Zürich,Black-Sabbath,2016-06-15,['Black Sabbath '],
Zürich,Festspiele-Zürich,2016-06-15,"[' Johanna Zimmer ', ' Susanne Leitz-Lorey ', ' Truike van der Poel ', ' Daniel Gloger ', ' Mischa Käser ']",Classic
Basel,Go-C-Art-Festival,2016-06-15,['Don the Tiger '],
Zürich,Ensemble-5-Wednesday-4+1-Series,2016-06-15,"['Fridolin Blumer ', ' Heinz Geisser ', ' Robert Morgenthaler ', ' Reto Staub ', ' Frantz Loriot ']",
Zürich,Sailing-Conductors,2016-06-15,['Sailing Conductors '],Pop
Zürich,Linah-Rocio,2016-06-15,['Linah Rocio '],Pop
Basel,Enders-Kurmann-Boudreaux,2016-06-15,"[' Johannes Enders ', ' Stephan Kurmann ', ' Jeff Boudreaux ']",
