location,event,date,artists,genre
Meggen,Zaubersee-Russian-Music-Lucerne,2016-05-05,"['Wei Luo ', ' Tomoharu Ushida ']",Classic
Zürich,Kantaten-Gottesdienst,2016-05-05,[' Andreas Jost '],Classic
Meggen,Zaubersee-Russian-Music-Lucerne,2016-05-05,"['Alena Baeva ', ' Vadym Kholodenko ']",Classic
Zürich,Orchester-für-den-Frieden,2016-05-05,[' Valeriya Bernikova '],Classic
Zürich,Konzert-zur-Auffahrt,2016-05-05,"[' Brigitte Brouwer ', ' Ariane Ursprung ', ' Andreas Berchtold ', ' Sarah Erlanger ', ' Yvonne Canonica ']",Classic
Baden,6-Handful-of-Blues,2016-05-05,"[' Patrik Schneider ', ' Imad Barnieh ', ' Paul Schneider ']",
Bern,Internationales-Jazzfestival-Bern,2016-05-05,['Eddie Condon Heritage Jazz Band '],
Luzern,Zaubersee-Russian-Music-Lucerne,2016-05-05,"['Philippe Quint ', ' Alena Baeva ', ' Lily Francis ', ' Alexander Besa ', ' Claudio Bohórquez ']",Classic
Zürich,Adam-Lambert,2016-05-05,['Adam Lambert '],Pop
Zürich,Jazz-Happening,2016-05-05,['Ivan Hrdina '],
Zürich,Billiger-Bauer-Celebrating-20-Years,2016-05-05,"['Omri Ziegele ', ' Jürg Wickihalder ', ' Nick Gutersohn', ' Gabriela Friedli ', ' Yves Reichmuth ', ' Jan Schlegel ', ' Marco Käppeli ', ' Dieter Ulrich ']",
Winterthur,MaxMantis,2016-05-05,"[' Lukas Gernet ', ' Rafael Jerjen ', ' Samuel Büttiker ']",
Baden,Niño,2016-05-05,[' Benno Ernst '],
Zürich,Sarah-Neufeld,2016-05-05,"['Sarah Neufeld ', ' Sarah Neufeld ', ' Stefan Schneider ']",
Lausanne,Moderat,2016-05-05,['Moderat '],Electronic
Liebefeld,Cuarteto-Zisman,2016-05-05,"[' Michael Zisman ', ' Daniel Zisman ', ' Annapaola Zisman-Jacomella ', ' Sebastien Fulgido ']",
Basel,Niko-Seibold-Quartet,2016-05-05,"[' Niko Seibold ', ' Raphael Rossé ', ' Roberto Koch ', ' Frederik Heisler ']",
Baden,Hausquartett,2016-05-05,"[' Christoph Grab ', ' Christoph Baumann ', ' Hämi Hämmerli ', ' Tony Renold ']",
Aarau,Walking-on-Cars,2016-05-05,['Walking on Cars '],
Bern,The-Baboon-Show,2016-05-05,"['The Baboon Show ', ' Joliette ']",
Basel,Gentle-Art-of-Choking,2016-05-05,"['Gentle Art of Choking ', ' Vowels ']",
Zürich,Sophia,2016-05-05,['Sophia '],Pop
Zürich,Die-Nacht-und-das-Pferd,2016-05-05,"[' Tobias Meier ', ' Dominique Girod ', ' Sheldon Suter ']",
Zürich,Adam-Green,2016-05-05,['Adam Green '],
Luzern,Zaubersee-Russian-Music-Lucerne,2016-05-05,[' Philippe Quint '],Classic
