location,event,date,artists,genre
Basel,Mimiko-Fantasiestücke,2016-10-19,"['José Andrés Fernández Camacho ', ' Alejandro Sarmentero ']",Classic
Zürich,Kärnzeit,2016-10-19,['Kärnzeit '],Pop
Basel,Jazz-meets-Barock-inspirierende-Gegensätze,2016-10-19,"[' Bardia Charaf ', ' Dirk Börner ']",
Zürich,Orgelkonzerte-Herbstzyklus,2016-10-19,['Andreas Jost '],Classic
Zürich,Kampfar,2016-10-19,"['Kampfar ', ' Vreid ', ' Dreamarcher ']",
Winterthur,Biffy-Clyro,2016-10-19,['Biffy Clyro '],
Luzern,Martha-Argerich-spielt-Ravel,2016-10-19,[' Martha Argerich '],Classic
null,COOP-Sinfoniekonzert,2016-10-19,[' Claire Huangci '],Classic
Pratteln,Sonata-Arctica,2016-10-19,['Sonata Arctica '],
null,Sick-of-It-All,2016-10-19,"['Sick of It All ', ' Iron Reagan ']",
null,Fifth-Harmony,2016-10-19,['Fifth Harmony '],Pop
Zürich,Deux-Pièces,2016-10-19,"[' René Berera ', ' Barbara Schaub ']",
Luzern,Jam-Night,2016-10-19,"[' Glauco Gataldo ', ' Joel Odermatt ', ' Mendazo Galetti ', ' Heinrich Oberhaupt ']",
Zürich,Appenzeller-Space-Schöttl,2016-10-19,"[' Töbi Tobler ', ' Ficht Tanner ']",
Zürich,Netsky,2016-10-19,['Netsky '],Electronic
Zürich,David-Guetta,2016-10-19,['David Guetta '],Electronic
Basel,Vallon-Gisler-Dühsler,2016-10-19,"[' Colin Vallon ', ' Fabian Gisler ', ' Samuel Dühsler ']",
Zürich,Bukowski,2016-10-19,['Søren Juul '],Electronic
Zürich,Jazzbaragge-Wednesday-Jam,2016-10-19,"['Gauthier Toux ', ' Kenneth Dahl Knudsen ', ' Maxence Sibille ']",
Zürich,Mad-Girl,2016-10-19,"[' Franziska Bruecker ', ' Simon Girard ', ' Vincent Glanzmann ']",Pop
Balsthal,Sloppy-Joe's,2016-10-19,"[""Sloppy Joe's ""]",
Lausanne,The-Mission,2016-10-19,['The Mission '],
Zürich,Lola-Colt,2016-10-19,['Lola Colt '],
Lausanne,All-Them-Witches-&-The-Great-Machine,2016-10-19,"['All Them Witches ', ' The Great Machine ']",
Zürich,The-Low-Anthem,2016-10-19,['The Low Anthem '],
Zürich,Sonic-Mountain,2016-10-19,"['Klaus Filiip ', ' Franz Hautzinger ', ' Christian Kobi ', ' Tomas Korber ', ' Hans Koch ']",Classic
Basel,Chanson-Meets-Jazz,2016-10-19,"['Alexandra ', ' Marco Nenniger ', ' Philipp Gloor ']",
Lausanne,Emily-Jane-White,2016-10-19,['Emily Jane White '],
Vevey,Adam-Green,2016-10-19,['Adam Green '],Pop
