location,event,date,artists,genre
Bern,Sitzkissenkonzert-Bravo-Pulcinella,2016-10-04,"[' Ulrike Lachner ', ' Anna Zimmermann ', ' Christian Holenstein ', ' Daniel Schädeli ']",Classic
Zürich,Monte-Carlo,2016-10-04,['Monte Carlo '],Pop
Frauenfeld,Conversations-with-the-Bass,2016-10-04,"[' Heiri Känzig ', ' Matthieu Michel ']",
Zürich,Sniper-66,2016-10-04,['Sniper 66 '],
Zürich,Édith-Piaf-Petite-grande-dame,2016-10-04,"[' Felix Raffel ', ' Felix Haller ', ' Florian Arnicans ']",Pop
Oberbipp,Orthodoxe-Gesänge-und-russische-Volkslieder,2016-10-04,[' Vladimir Ivanov '],
Bern,Apologies,2016-10-04,"[' I Have None ', ' support: Blackout Problems ']",
Zürich,Bukowski,2016-10-04,"[""Ulrika 'Spacek ""]",Pop
Zürich,Thayer-Sarrano,2016-10-04,['Thayer Sarrano '],Pop
Bern,The-Singer's-Night,2016-10-04,"[' Nicola Habegger ', ' Luka Mandic ', ' Julius Windisch ']",Pop
Thun,Cocoon,2016-10-04,"[' Patrice Moret ', ' Tobias Meyer ', ' Marc Méan ']",
Zürich,Night-Beats,2016-10-04,['Night Beats '],
Basel,Bounce,2016-10-04,"[' Julian Hesse ', ' Jonathan Maag ', ' Andrey Tatarinets ', ' Domi Chansorn ']",
Zürich,Le-Pot,2016-10-04,"[' Manuel Mengis ', ' Hanspeter Pfammatter ', ' Martin Schütz ', ' Lionel Friedli ']",
Düdingen,Flamingods,2016-10-04,['Flamingods '],
Bern,Tuesday-Jam,2016-10-04,"['Nicola Habegger ', ' Daniel McAlavey ', ' Thomas Dürst ', ' Michael Cina ']",
Frauenfeld,Contemporary-Swiss-Jazz,2016-10-04,"[' Thierry Lang ', ' Heiri Känzig ', ' Andi Pupato ']",
