location,event,date,artists,genre
Gstaad,Country-Night-Gstaad,2016-09-09,"['Lee Ann Womack ', ' Brett Eldredge ', ' Diamond Rio ']",
Basel,Orgelspiel-zum-Feierabend,2016-09-09,['Christer Lövold '],Classic
Luzern,Lucerne-Festival-Sinfoniekonzert-26,2016-09-09,[' Simone Rubino '],Classic
Dietikon,Feierabendmusik,2016-09-09,"['Olga Stepien ', ' Bernhard Hörler ']",
null,Picknick-mit-Helden,2016-09-09,"['Ten Years After ', ' Chi Coltrane ', ' DeWolff ']",
Basel,Recital,2016-09-09,"['Eungkwng Lee ', ' Soyoung Lee ', ' Muriel Fankhauser ']",Classic
Bern,Music-from-Latin-America,2016-09-09,"[' Anouk Theurillat ', ' Yang Lu ', ' Andreas Graf ', ' Mátyás Vinczi ', ' Peter Fleischlin ']",Classic
Zürich,Orpheum-Young-Soloists-on-Stage,2016-09-09,"['Berfin Aksu ', ' Laura van der Heijden ', ' works by Fazil Say ']",Classic
Zürich,Kunst-Klang-Kirche,2016-09-09,['Ludger Lohmann '],Classic
null,Allotria-Jazz-Band,2016-09-09,"['Allotria Jazz Band ', ' Rainer Sander ', ' Colin T. Dawson ', ' Andrey Lobanov ', ' Mathias Götz ', ' Thilo Wagner ', ' Peter Cischeck ', ' Gregor Beck ']",
Winterthur,FM-Belfast,2016-09-09,['FM Belfast '],
Bern,Carmen,2016-09-09,[' works by Armin Brunner '],Classic
Zürich,Freezy,2016-09-09,['Freezy '],Pop
Bern,Serenadenkonzert,2016-09-09,"[' Esther Feingold ', ' Osvaldo Ovejero ']",Classic
Zürich,Werkstattkonzert,2016-09-09,"[' Satoko Fuji ', ' Natsuki Tamura ', ' Jakob Warmebol ', ' Sebastian Stinning ']",
Winterthur,Furhammer-Blues-Band,2016-09-09,"[' Sven Tschudi ', ' Lars Hermann ', ' Thomas Brühwiler ', ' Marco Scherrer ']",
Basel,Tom-Guarna-Quartet,2016-09-09,"[' Tom Guarna ', ' Danny Grissett ', ' Josh Ginsburg ', ' Francesco Ciniglio ']",
Thalwil,Raphael-Jost-Standards-Trio,2016-09-09,"[' Jonas Ruther ', ' Raphael Jost ', ' Raphael Walser ']",
Zürich,Toumani-Diabaté-&-Kayhan-Kalhor-Duo,2016-09-09,"[' Toumani Diabaté ', ' Kayhan Kalhor ']",
Zürich,Psychosis,2016-09-09,"['Pablo Lienhard ', ' Florian Kolb ', ' Philipp Saner ']",
Baden,Levi-&-Friends,2016-09-09,"[' Levi Bo ', ' Heli Gruber ', ' Markus Schlagi Rahm ']",Pop
Basel,Freitagsbar,2016-09-09,"[' Fiona Grond ', ' Ralph Heidel ', ' Julian Schmidt ', ' Georg Stirnweiss ', ' Flurin Mück ']",
Bern,Eternal-Dance-of-Light-and-Shadows,2016-09-09,"[' Jonas Tschanz ', ' Lydia Opilik ']",Classic
Luzern,Blaer,2016-09-09,"[' Nils Fischer ', ' Claudio von Arx ', ' Maja Nydegger ', ' Emanuel Künzi ']",
Zürich,Zürcher-Orgelnacht,2016-09-09,[' Merit Eichhorn '],Classic
Solothurn,BluezBallz,2016-09-09,"['Jan Bukacek ', ' Thomas L. C. Elsasser ', ' Roger T. ']",
Lausanne,Peaches,2016-09-09,['Peaches '],Electronic
Luzern,Götz-Widmann,2016-09-09,['Götz Widmann '],Pop
Zürich,Luigi-Archett-&-Bo-Wiget,2016-09-09,"[' Luigi Archetti ', ' Bo Wiget ']",Electronic
Luzern,Reks,2016-09-09,"['Reks ', ' Ed O.G. ', ' The Arftifacts ']",
Solothurn,Stonerider,2016-09-09,['Stonerider '],
Rubigen,Tequila-Boys,2016-09-09,['Tequila Boys '],
Zürich,Zürcher-Orgelnacht,2016-09-09,['Andreas Liebig '],Classic
null,D-Soul,2016-09-09,['D Soul '],
Zürich,Zürcher-Orgelnacht,2016-09-09,['Philipp Mestrinel '],Classic
Zürich,Zürcher-Orgelnacht,2016-09-09,['Eun-Hye Lee '],Classic
Zürich,Zürcher-Orgelnacht,2016-09-09,"[' Merit Eichhorn ', ' Frédéric Champion ']",Classic
Zürich,Zürcher-Orgelnacht,2016-09-09,['Simon Menges '],Classic
