location,event,date,artists,genre
Zürich,Glantaler-Power-Men,2016-02-08,['Glantaler Power Men '],Pop
Zürich,Liedrezital-Allmacht-und-Ohnmacht,2016-02-08,"['Jonathan Sells ', ' works by Edward Rushton ']",Classic
null,Motörhead-abgesagt,2016-02-08,['Motörhead '],
Zürich,Andreas-Bourani-abgesagt,2016-02-08,['Andreas Bourani '],Pop
Zürich,Spektrumkonzert-All'arabesque,2016-02-08,"['Matthias Mueller ', ' Giorgio Mandolesi ', ' Stefka Perifanova ']",Classic
null,Eric-Alexander-Vincent-Herring-Quintet,2016-02-08,"[' Eric Alexander ', ' Vincent Herring ', ' Victopr Gould ', ' Milan Nikolic ', ' Joris Dudli ']",
Zürich,Bärtsch-Sha-Jordi-Stocker,2016-02-08,"[' Nik Bärtsch ', ' Sha ', ' Thomy Jordi ', ' Nicolas Stocker ']",
Baden,Eliyah-Reichen-Electric,2016-02-08,"[' Eliyah Reichen ', ' James Krüttli ', ' Dominik Burkhalter ']",
Zürich,Hans-Feigenwinter,2016-02-08,"[' Hans Feigenwinter ', ' Domenic Landolf ', ' Andreas Tschopp ']",
Winterthur,Peter-J.-Birch,2016-02-08,['Peter J. Birch '],Pop
