location,event,date,artists,genre
Gstaad,Matinée-des-jeunes-étoiles-I,2013-07-20,['Varvara Nepomnyashchaya '],Classic
Verbier,Verbier-Festival,2013-07-20,"['Ilya Gringolts ', ' David Kadouch ']",Classic
Gurtenfestival,Bern,2013-07-20,"['The Black Seeds ', ' Beware Of Darkness ', ' Hurts ', ' The Smashing Pumpkins ', ' Chase & Status ']",
Gurtenfestival,Bern,2013-07-20,"['Reptile Youth ', ' Johnossi ', ' Goose ', ' The Qemists ']",Seven
Verbier,Verbier-Festival,2013-07-20,"['Gary Hoffmann ', ' Julien Quentin ']",Classic
Zürich,Ingrid-&-Steirerboys,2013-07-20,['Ingrid & Steirerboys '],traditional
Luzern,Piano-Entertainment-Easy-Pop-Melodies,2013-07-20,['Christian Mettler '],Pop
Verbier,Verbier-Festival,2013-07-20,[' Elisabeth Leonskaja '],Classic
Bern,Gartenfestival,2013-07-20,['Howe Gelb & Little Giant Sand '],
Saanen,Résonance,2013-07-20,['Hélène Grimaud '],Classic
Verbier,Verbier-Festival,2013-07-20,"['Sascha Maisky ', ' Mischa Maisky ', ' Lily Maisky ']",Classic
Montreux,Montreux-Jazz-Festival,2013-07-20,"['Take 6 ', ' La Velle & Friends ']",
KKL,Luzern,2013-07-20,['Ane Brun '],
Montreux-Music-&-Convention-Centre,Montreux,2013-07-20,['Joe Cocker '],
null,Peter-Kraus,2013-07-20,['Peter Kraus '],Pop
Zürich,Ingrid-&-Steirerboys,2013-07-20,['Ingrid & Steirerboys '],traditional
Marktplatz,null,2013-07-20,['Patricia Kaas '],
Zürich,Jagwa-Music,2013-07-20,['Jagwa Music '],
Montreux-Music-&-Convention-Centre,Montreux,2013-07-20,"['The Parov Stelar Band ', ' Deluxe ']",
KKL,Luzern,2013-07-20,"['Skunk Anansie ', ' Post War Years ']",
Herrenacker,Schaffhausen,2013-07-20,"[' Jenny Chi ', ' Thomas Silvestri ', ' André Siqueira ', ' Ralph Sonderegger ', ' Mauro Martins ']",
Dolder-Sports,Zürich,2013-07-20,['Mark Knopfler '],
Basel,Kendraka,2013-07-20,"[' Nishad Pandey ', ' Mainak Nag Chowdhury ', ' Gaurab Chatterjee ']",
null,Stephanie-Urbina-Jones,2013-07-20,['Stephanie Urbina Jones '],
null,Stephanie-Urbina-Jones,2013-07-20,['Stephanie Urbina Jones '],
St.-Moritz,Festival-da-Jazz,2013-07-20,"['Brecker Brothers Band Reunion ', ' Randy Brecker ', ' Ada Rovatti ', ' Dean Brown ', ' George Whitty ', ' C. M. Doky ', ' Dave Weckl ']",
Zürich,Listen-To-Leena,2013-07-20,['Listen To Leena '],
Zürich,Tony-Dize,2013-07-20,['Tony Dize '],
St.-Moritz,Festival-da-Jazz,2013-07-20,"[' Mats Spielmann ', ' Dave Freusi ', ' Peter Wagner ', ' Patrick Sommer ', ' Andy Schnyder ']",
