location,event,date,artists,genre
Zürich,Monte-Carlo,2015-09-30,['Monte Carlo '],
Basel,Altstadt-Serenaden,2015-09-30,"[' Barbara Doll ', ' Gertrud Weinmeister ', '  Conradin Brotbek ', ' Lucie Brotbek Prochskova ']",Classic
Zürich,Jazz-im-Seefeld,2015-09-30,"[' Marie Krüttli ', ' Lukas Traxel ', ' Martin Perret ']",
Zürich,Experimentieren,2015-09-30,"[' Markus Brönnimann ', ' Barbara Tillmann ', ' Ulrike Jacoby ', ' Muriel Schweizer ', ' Anita Jehli ']",Classic
Luzern,Grave-Pleasures,2015-09-30,['Grave Pleasures '],
Zürich,Rezital-II,2015-09-30,"['Vesselina Kasarova ', ' Werner Bärtschi ']",Classic
Zürich,Zürcher-Kammerorchester,2015-09-30,['Conductor: Sergio Azzolini '],Classic
Adelboden,Swiss-Chamber-Music-Festival,2015-09-30,"[' Edouard Mätzener ', ' Hitomi Niikura ', ' Alexander Boeschoten ']",Classic
Zürich,Mans-Zelmerlöw,2015-09-30,['Mans Zelmerlöw '],Pop
null,Jan-Garbarek-Group-feat.-Trilok-Gurtu,2015-09-30,"[' Jan Garbarek ', ' Rainer Brüninghaus ', ' Yuri Daniel ', ' Trilok Gurtu ']",
Zürich,Gonçalo-Salgueiro-feat.-Elena-Mosuc,2015-09-30,['Gonçalo Salgueiro feat. Elena Mosuc '],
Wädenswil,Pfammatter-Lauterburg,2015-09-30,"[' Hanspeter Pfammatter ', ' Markus Lauterburg ']",
Luzern,Playground,2015-09-30,"[' Stephanie Wagner ', ' Esther Bächlin ', ' Gina Schwarz ', ' John Voirol ', ' Tony Renold ']",
Basel,Batik,2015-09-30,"[' Ed Verhoeff ', ' Wolfert Brederode ', ' Clemens van der Feen ', ' Joost Lijbaar ']",
Zürich,Horndogz-feat.-Breis,2015-09-30,"[' Eric Rohner ', ' Rico Kerridge ', ' Gilles Garin ', ' Breis ', ' Pierre Dandin ']",
Lausanne,The-Two,2015-09-30,[' Martin Harley '],
Zürich,Jazzbaragge-Wednesday-Jam,2015-09-30,"['Dario Bianchin ', ' Andreas Zit ', ' Lukas Mantel ']",
Luzern,Jam-Night,2015-09-30,"[' Glauco Cataldo ', ' Matthias Brügger ', ' Camille Bossart ']",
