location,event,date,artists,genre
Zürich,Hammer-Klavierfestival-Von-Bach-bis-Mozart,2013-11-09,"['Renate Steinmann ', ' Monika Bär ', ' Susanna Hefti ', ' Martin Zeller ', ' Els Biesemans ']",Classic
-Alte-Kirche,Boswil,2013-11-09,"['Yuka Matsuoka Limacher ', ' Hans Adolfsen ']",Classic
Luzern,Piano-Entertainment,2013-11-09,['Fabienne Ambühl '],
Basel,Papa-Bach-und-seine-Söhne,2013-11-09,[' Babette Mondry '],Classic
Zürich,Jubiläumskonzert,2013-11-09,[' Manuel Leuenberger '],Classic
Wollerau,Lamentare,2013-11-09,"[' Siri Tornhill ', ' Bettina Schneebeli ', ' Claudia Weissbarth ']",Classic
Zürich,Jubiläumskonzert,2013-11-09,"[' Sophie Klussmann ', ' Christina Bock ', ' Jan Rusko ', ' Joa Helgesson ', ' works by Edward Rushton ']",Classic
Bülach,Die-Schönsten-Melodien-Grosser-Meister,2013-11-09,"[' Mushtakoff ', ' Alexey Lavrentyev ', ' Nadya Stutz ']",Classic
Zürich,Oratorium-Christus,2013-11-09,"[' Felicitas Fritsche ', ' Nathalie Mittelbach ', ' Nino Aurelio Gmünder ', ' Robert Koller ']",Classic
null,Orgelherbst,2013-11-09,['Kaspar Wagner '],Classic
Basel,Klavier-Genüsse,2013-11-09,['Jermaine Sprosse '],Classic
Zürich,Tegan-and-Sara,2013-11-09,"['Tegan and Sara ', ' Soak ']",Pop
Aarau,Sola-gratia,2013-11-09,[' Rafael Baier '],Classic
null,Eroica,2013-11-09,[' Werner Bärtschi '],Classic
Sarnen,Groovepack,2013-11-09,"[' Steff Müller ', ' Hen Wirz ', ' Beat Riggenbach ', ' Gaedan Lüscher ', ' Stephan Felber ']",
Zürich,Mø,2013-11-09,['Mø '],Pop
Basel,AMG-Solistenabende,2013-11-09,"['Ramon Ortega Quero ', ' Magali Mosnier ', ' Sebastian Manz ', ' Marc Trenel ']",Classic
Zürich,Volare,2013-11-09,"[' Andrea Bettini ', ' Basso Salerno ']",
Zürich,Agnes-Obel,2013-11-09,['Agnes Obel '],Pop
Basel,Polnischer-Abend,2013-11-09,"['Bogdan Holownia ', ' Basia Wehinger ', ' Tibor Elekes ', ' Günter Wehinger ', ' Volker Biesenbender ', ' Michelangelo Rinaldi ']",
Frenkendorf,Geistliche-Vokalmusik,2013-11-09,"[' Christina Lang ', ' Roswitha Müller ']",Classic
Embrach,New-Orleans-Jazz-Band,2013-11-09,"[' Erwin Bieri ', ' Willy-Marc Schmid ', ' Denis Liechti ', ' Heinz Hänni ']",
Hallenstadion,Zürich,2013-11-09,"['Alter Bridge ', ' Halestorm ']",
Bern,Headbangersball,2013-11-09,"['Akrea ', ' Kadavrik ', ' Firtan ']",
Zürich,Jaliba-Kuyateh-&-The-Kumareh-Band,2013-11-09,"['Jaliba Kuyateh & The Kumareh Band ', ' After-Party mit DJ Omar ']",Pop
Zürich,Geistliches-Konzert,2013-11-09,[' Gregor Ehrsam '],Classic
Bern,Breakdown-Of-Sanity,2013-11-09,['Breakdown Of Sanity '],
Basel,In-memoriam-Frank-Zappa,2013-11-09,[' David Moss '],Classic
