location,event,date,artists,genre
Basel,Mimiko-A-son-ami,2013-11-06,['Jonas Hablützel '],Classic
Basel,Ohrwürmer-und-Nachtfalter,2013-11-06,"['Lanet Flores ', ' Stéphanie Meyer ', ' Claudia Hostettler ', ' Barbara Schneebeli ']",Classic
Zürich,Hokuspokus-Simsalaflöt,2013-11-06,"['Lucía Granados García ', ' Tony Caballero ']",Pop
Luzern,Piano-Entertainment,2013-11-06,['Mark Tenger '],
Zürich,Orgelkonzert,2013-11-06,['Andrés Cea Galán '],Classic
Basel,Queens-of-the-Stone-Age,2013-11-06,['Queens of the Stone Age '],
Basel,Bach-&-Recomposed-Tomek-Kolczynski,2013-11-06,"['Etienne Abelin ', ' Tamar Halperin ', ' Tomek Kolczynski ']",Classic
Zürich,Virginia,2013-11-06,['Virginia '],Pop
Zürich,Broken-Down-Suitcase,2013-11-06,"['Broken Down Suitcase ', ' Jean-Paul Maurice ']",
Münchenstein,Ani-Choying-Drolma,2013-11-06,['Ani Choying Drolma '],
Zürich,Crystal-Fighters,2013-11-06,['Crystal Fighters '],
null,Gianmaria-Testa-&-Paolo-Fresu,2013-11-06,"['Gianmaria Testa & Paolo Fresu ', ' Gianmaria Testa ', ' Paolo Fresu ']",
Lugano,Seat-Music-Session,2013-11-06,"[' Jenniffer Kae ', ' Johannes Oerding ', ' Jaz Ellington ']",Pop
Winterthur,Ghost-Town-Trio-feat.-Gabriela-Krapf,2013-11-06,"[' Gabriela Krapf ', ' Urs Vögeli ', ' Claude Meier ', ' Lukas Mantel ']",
Bern,Bombino,2013-11-06,"['Bombino ', ' Goumour Almoctar ', ' Mohamed Emoud Atchinguel ', ' Kildjate Moussa Albade ', ' Corey Wilhelm ']",
Bern,Drum-&-Voice,2013-11-06,"['Stephan Rigert ', ' Gabriela Mendes ']",
Zürich,Lady-Sings-the-Blues,2013-11-06,"['Christina Jaccard ', ' Dave Ruosch ']",
Basel,CulturEscapes,2013-11-06,"[' Yllka Kuqi ', ' Astrit Pallaska ']",
Wädenswil,Eastern-Eye,2013-11-06,"[' Milcho Leviev ', ' Pantelis Stoikos ', ' Yiotis Kiourtsoglou ', ' Marc Halbheer ']",
Luzern,Trio-Schmetterling,2013-11-06,"[' Alex Binder ', ' Keisuke Matsuno ', ' Jan Roths ']",
Zürich,Artist-in-Residence-Heiri-Känzig,2013-11-06,"[' Christoph Irniger ', ' Hans-Peter Pfammatter ', ' Kaspar Rast ', ' Heiri Känzig ']",
Feuerthalen,Danny-Santos-&-Mike-Kearney,2013-11-06,['Danny Santos & Mike Kearney '],
Rubigen,Johnny-Mastro-&-Mama's-Boys,2013-11-06,"[""Johnny Mastro & Mama's Boys ""]",
Zürich,Standards-Beyond-Insane,2013-11-06,"[' Renzo Spotti ', ' Tomi Hirt ', ' Dieter Ulrich ']",
Düdingen,Scott-Matthew,2013-11-06,['Scott Matthew '],Pop
Lausanne,Temples,2013-11-06,['Temples '],Pop
null,The-Haxan-Cloak,2013-11-06,['The Haxan Cloak '],
Luzern,Ina-Stuppan,2013-11-06,['Ina Stuppan '],
Zürich,Jazzbaragge-Wednesday-Jam,2013-11-06,"['Tobias Meier ', ' Raphael Walser ', ' Claudio Strüby ']",
Zürich,Artist-in-Residence-Heiri-Känzig,2013-11-06,"['José Luis Montón ', ' José Luis Montón ', ' Björn Meyer ', ' Andi Pupato ', ' Tanz: Isabel Amaya ']",
