location,event,date,artists,genre
Basel,Mimiko-Romantik,2016-11-02,['Luibov Nosova '],Classic
Zürich,Art-Band,2016-11-02,['Art Band '],Pop
Zürich,Overkill,2016-11-02,"['Overkill ', ' support: Crowbar ', ' Shredhead ', ' Desecrator ']",
Zürich,Orgelkonzerte-Herbstzyklus,2016-11-02,['Daniel Zaretsky '],Classic
Zürich,Jazznojazz,2016-11-02,"[' Joshua Redman ', ' Brad Mehldau ']",
Zürich,Jazznojazz,2016-11-02,"[' Sarah McKenzie ', ' Daniele Cordisco ', ' Tom Farmer ', ' Gregory Hutchinson ']",
Baden,Piano-Meets-Guitar,2016-11-02,"['Elisabeth Trechslin ', ' Risch Biert ']",Classic
Luzern,Jam-Night,2016-11-02,"['Nico Stettler ', ' Adrian Fleischlin ', ' Noel Buob ']",
null,De-profundis,2016-11-02,['Grzegorz Stopa '],Classic
Bern,Black-Cat-Bone,2016-11-02,"[' Menic ', ' Emre ', ' voc) und Matt ']",
Basel,Die-Geburt-der-Schönheit,2016-11-02,"[' Melinda Maul Nemtanu ', ' Rui Lopes ', ' Alessandro Tradino ']",Classic
Zürich,Fremd,2016-11-02,[' Eva Nievergelt '],Classic
Zürich,Runrig,2016-11-02,['Runrig '],
Zürich,Seasick-Steve-&-Black-Box-Revelation,2016-11-02,['Seasick Steve & Black Box Revelation '],
null,Zucchero,2016-11-02,['Zucchero '],
null,Baloise-Session,2016-11-02,"['Marcus Miller ', ' Stacey Kent ']",
Basel,Aaron,2016-11-02,['Aaron '],Pop
Zürich,Letzte-Liederabende,2016-11-02,['Julian Prégardien '],Classic
Bern,Jeanne-Added,2016-11-02,['Jeanne Added '],Pop
Luzern,Philipp-Fankhauser-&-Margie-Evans,2016-11-02,"[' Philipp Fankhauser ', '  Margie Evans ', ' Marco Jencarelli ', ' Hendrix Ackle ', ' Angus Thomas ', ' Richard Spooner ', ' Lukas Thoeni ', ' Thomi Geiger ']",
Luzern,Floriano-Inacio-Jr.,2016-11-02,"[' Floriano Inacio Jr. ', ' Rodrigo Botter Maio ', ' Dudu Penz ', ' Mauro Martins ']",
Zürich,Jazzbaragge-Wednesday-Jam,2016-11-02,"['Gregor Müller ', ' Rodrigo Aravena ', ' Flo Reichle ']",
Olten,Christopher-Paul-Stelling,2016-11-02,['Christopher Paul Stelling '],
Lausanne,Autechre,2016-11-02,['Autechre '],Electronic
Zürich,Fakear,2016-11-02,['Fakear '],Electronic
Zürich,Ezra-Furman,2016-11-02,"['Ezra Furman ', ' Japanese Breakfast ']",Pop
Zürich,Jazznojazz,2016-11-02,"[' David Sanborn ', ' Christian McBride ', ' Christian Sands ', ' \r\nUlysses Owens ']",
Lausanne,Danny-Oxenberg-&-Bear-Galvin,2016-11-02,"['Danny Oxenberg & Bear Galvin ', ' Tom Brosseau ']",
Zürich,Jazz-im-Oberdorf,2016-11-02,"[' Natalie Peters ', ' Guy Bettini ', ' Sebi Tramontana ']",
Basel,Das-Jazz-Kollektiv,2016-11-02,"[' Marcus Wyatt ', ' Steven Delannoye ', ' Ewout Pierreux ', ' Romy Brauteseth ', ' Teun Verbruggen ']",
