,location,event,date,artists,genre
0,Winterthur,Midi-Musical-Musik-über-Mittag,2013-03-08,"[' Cäcilia Chmel ', ' Anikó Illényi ', ' Moritz Huemer ', ' Françoise Schiltknecht ']",['Classic']
1,Cry-d'Er,Crans-Montana,2013-03-08,[' Poni Hoax '],"['Labrador', 'City']"
2,Luzern,Piano-Entertainment-Pure-Melodies,2013-03-08,['Oliver Töngi '],['Pop']
3,Basel,Orgelspiel-zum-Feierabend,2013-03-08,['Nadja Becchetta '],['Classic']
4,Worblaufen,Charlie-Morris-Blues-Band,2013-03-08,['Charlie Morris Blues Band '],"['Jazz', 'Blues', 'Soul']"
5,Bern,Grenzgänge(r),2013-03-08,[' Anu Komsi '],['Classic']
6,Centre-de-Congrès-le-Régent,Crans-Montana,2013-03-08,"['Peter Doherty ', ' Lou Doillon ', ' M ']","['Sophie', 'Hunger']"
7,Luzern,Exumer,2013-03-08,"['Exumer ', ' support: Vendetta ', ' Scanner ']","['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
8,Basel,AMG-Solistenabend,2013-03-08,[' Angelika Kirchschlager '],['Classic']
9,Winterthur,Tränen-Quellen-Veil-of-Tears,2013-03-08,"[' Anne Schmid ', ' Pascale Van Coppenolle ']",['Classic']
10,Zug,Vandercash,2013-03-08,['Vandercash '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
11,Zürich,Un-soir-a-la-cour,2013-03-08,"['Alexander Seidel ', ' Jonathan Rubin ']",['Classic']
12,Basel,Sagenhaft!-Traditionelle-Sagen-und-zeitgenössische-Musik,2013-03-08,"['Mit Sylvia Diethelm-Seeger ', ' Marc Bätscher ']",['Classic']
13,Zürich,Gheorghe-Zamfir-Der-König-der-Panflöte,2013-03-08,"['Gheorghe Zamfir ', ' Christiane Gugger ']",['Classic']
14,Winterthur,Konzertreihe-Kulturkoller,2013-03-08,"[' Melinda Stocker ', ' Andrea Sutter ', ' Sebastian Tortosa ']",['Classic']
15,null,The-Real-Group,2013-03-08,['The Real Group '],['Pop']
16,Arlesheim,Lukas-Passion,2013-03-08,"[' Vera Ehrensperger ', ' Dieter Wagner ', ' Michael Jäger ']",['Classic']
17,Winterthur,Mute-Swimmer,2013-03-08,['Mute Swimmer '],['Pop']
18,null,Weltklassik,2013-03-08,[' Francois Leleux '],['Classic']
19,Zürich,Brenda-Mc-Morrow,2013-03-08,['Brenda Mc Morrow '],['Pop']
20,null,The-Real-Group,2013-03-08,['The Real Group '],['Pop']
21,Stäfa,Orgelzyklus,2013-03-08,['Michael Pelz '],['Classic']
22,Basel,Blues-Now-John-Németh-Band,2013-03-08,['John Németh Band '],"['Jazz', 'Blues', 'Soul']"
23,Salzhaus-Brugg,null,2013-03-08,['Krystle Warren '],"['Krystle', 'Warren']"
24,Mühlethurnen,Dean-Wilson-and-the-Chilli-Poppers,2013-03-08,"[' Dean Wilson ', ' Will James ', ' Eddy Jones ', ' Jack Spencer ']","['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
25,Uster,Kaspar-Ewalds-Exorbitantes-Kabinett,2013-03-08,"[' Andrea Formenti ', ' Beat Hofstetter ', ' Beat Kappeler ', ' Bernhard Bamert ', ' Daniel Woodtli ', ' Gregor Hilbe ']","['Jazz', 'Blues', 'Soul']"
