location,event,date,artists,genre
Meggen,10-Jahre-Klang-Saitenwind,2015-12-27,"[' Anna Brunner ', ' Igor Keller ', ' Hannes Bärtschi ', ' Christopher Jepson ']",Classic
Zürich,Weihnachtskonzert-Orgel-und-Trompete,2015-12-27,"['Jeroen Berwaerts ', ' Els Biesemans ']",Classic
null,Carmina-Burana-&-9.-Symphonie,2015-12-27,[' Jan Jakub Monowid '],Classic
Bern,Paulus,2015-12-27,"[' Anne-Florence Marbot ', ' Sonja Leutwyler ', ' Jakob Pilgram ', ' Marc-Olivier Oetterli ']",Classic
Zürich,Weihnachtsoratorium-Teil-III-Herrscher-des-Himmels,2015-12-27,"[' Nicola Brügger ', ' Ingrid Aexandre ', ' Simon Witzig ', ' Alexandre Beuchat ', ' Benjamin Widmer ']",Classic
Zürich,Westspiele,2015-12-27,"[' Daniela Timokhine ', ' Christoph Dangel ', ' Konstantin Timokhine ', ' Claudio Flückiger ', ' conductor: Mayumi Hirasaki ']",Classic
Basel,Bach-und...,2015-12-27,['Volker Biesenbender '],Classic
Zürich,5-Jahre-Klang-Musikgenuss-Zwischen-Wahnsinn-und-Liebe,2015-12-27,"[' Angela Golubeva ', ' Sébastien Singer ', ' Martin Lucas Staub ']",Classic
Meggen,10-Jahre-Klang-Grosse-Meister,2015-12-27,"[' Chin-Ting Huang ', ' Eszter Major ', ' Yuta Takase ', ' Sarah Weilenmann ']",Classic
Zürich,UNESCO-Weihnachtsgala-Alpenländische-Weihnacht,2015-12-27,[' Eva Deborah Keller '],Classic
Feuerthalen,Reverend-Rusty-&-The-Case,2015-12-27,['Reverend Rusty & The Case '],
Zürich,Hits-Recycled-Elvis-vs.-Johnny-Cash,2015-12-27,"[' Marcel Lüscher ', ' Gregor Frei ']",
