location,event,date,artists,genre
Basel,Orgelspiel-zum-Feierabend,2016-12-02,['Susanne Doll '],Classic
Zürich,Grossstadtgeflüster,2016-12-02,['Grossstadtgeflüster '],Pop
Dietikon,Feierabendmusik-in-der-Kirche,2016-12-02,"['Liliane Huber-Müller ', ' Bernhard Hörler ']",Classic
Baden,Killerpilze,2016-12-02,['Killerpilze '],
Brunnen,Chamber-Music,2016-12-02,"[' Dmitri Demiashkin ', ' Philippe Litzler ']",Classic
Zürich,MKZ,2016-12-02,[' Klaidi Sahatçi '],Classic
null,Christina-Jaccard,2016-12-02,"['Christina Jaccard ', ' Dave Ruosch ']",
Zürich,Schoolboy-Q,2016-12-02,['Schoolboy Q '],
Basel,Hommage-à-Alberto-Ginastera-Portraitkonzert,2016-12-02,"['Josefiina Dunder ', ' Kesley Maiorano ']",Classic
null,2.-Kammerkonzert,2016-12-02,"['Victor Kopatchinsky ', ' Ana Oltean ', ' Alexandru Patrascu ', ' Gabriel Duffrau-Vacariu ']",
Zürich,Schmutzki,2016-12-02,['Schmutzki '],
Basel,Lauter-Basler,2016-12-02,[' Lucas Hamming '],Pop
Luzern,Sprachmusik,2016-12-02,"['Literaturperformance mit Melinda Nadj Abonji ', ' Balts Nill ', ' Mich Gerber ']",
Thalwil,Art-on-the-Ridge,2016-12-02,"[' Katja Baumann ', ' Gregor Loepfe ', ' Richard Pechota ', ' Peter Preibisch ', ' Stefan Keller ']",
Aarburg,Irish-Night,2016-12-02,['The Moorings '],
Zürich,Werkstattkonzert,2016-12-02,"[' Dave Meier ', ' Alex Riva ', ' Lukas Müller ']",
Winterthur,Chamber-Jazz,2016-12-02,"[' Michael Beck ', ' Domenic Landolf ', ' Jorge Rossy ']",
Liebefeld,Luciano-Biondini,2016-12-02,[' Luciano Biondini '],
Zürich,Hely,2016-12-02,"[' Lucca Fries ', ' Jonas Ruther ']",
Baden,Bridge-Pipers-Jazz-Band,2016-12-02,"[' Alexander Etter ', ' Denis Liechti ', ' Peter Thomann ', ' Didier Karl ']",
Basel,Alexandre-Cunha-&-Group,2016-12-02,"[' Ana Paula Moreti ', ' Marcelo Valezi ', ' Eduardo Gallian ', ' Ricardo Cren ', ' Bruno Coppini ', ' Alexandre Cunha ']",
Zürich,Marathon-der-Liebe-IOIC-Stummfilm-Festival,2016-12-02,['The Temptress '],Classic
Feuerthalen,The-Red-Phone,2016-12-02,['The Red Phone '],
Zug,Ten-Years-After,2016-12-02,"['Ten Years After ', ' Chick Churchill ', ' Ric Lee ', ' Marcus Bonfanti ', ' Colin Hodgkinson ']",
Zürich,Tribu-Project,2016-12-02,"['Tribu Project ', ' Juan Elias ', ' Marco Swit ', ' Omar Diadji Seydi ']",
Rubigen,King-King,2016-12-02,['King King '],
null,VirginieTeychene,2016-12-02,"[' Virginie Teychené ', ' Stéphane Bernard ', ' Gérard Maurin ', ' Jean-Pierre Arnaud ']",
Basel,Trixie-Whitley,2016-12-02,['Trixie Whitley '],
Baden,Steaming-Satellites,2016-12-02,['Steaming Satellites '],
Lausanne,Faada-Fredy,2016-12-02,['Faada Fredy '],
Zürich,Voodoo-Rhythm-Night,2016-12-02,"['Pierre Omer Swing Revue feat. Lalla Morte ', ' Pierre Omer ', ' Christoph Gantert ', ' Jean-Philippe Geiser ', ' Julien Israelian ', ' Meret Matter ']",
Luzern,Hanreti,2016-12-02,['Hanreti '],
Zürich,Bizarre-Ride,2016-12-02,[' The Pharcyde '],
Bern,Round-Up-Boys,2016-12-02,['Round Up Boys '],
Bern,Open-Season,2016-12-02,['Open Season '],
Basel,DJ-Huren,2016-12-02,['DJs Huren '],Electronic
