,location,event,date,artists,genre
0,Z?rich,Festtags-Matinee,2014-06-09,"['Andreas Janke ', ' Michel Rouilly ', ' Christian Proske ', ' Frank Sanderell ', ' Yoshiko Iwai ']",['Classic']
1,null,20-Jahre-Bird's-Eye-Club,2014-06-09,"['Alex Hendriksen Quartet ', ' Christoph R?cz ']","['Jazz', 'Blues', 'Soul']"
2,Zofingen,Retour-an-dich,2014-06-09,"[' Daniela M?ller ', ' Petra Ackermann ', ' Tamriko Kordzaia ', ' Karolina ?hmann ']",['Classic']
3,Z?rich,Film-&-Musik-Festival-Classic-Comedy-Heroes,2014-06-09,['Martin Christ '],['Classic']
4,Basel,Pfingstkonzert,2014-06-09,"['Andreas Scholl ', ' Babette Mondry ']",['Classic']
5,Luzern,20-Jahre-Schweizer-Jugendchor,2014-06-09,"[' Rudolf Rosen ', ' Ursula F?ri-Bernhard ']",['Classic']
6,Pully,Festival-Pully-Lavaux-?-l'heure-du-Qu?bec,2014-06-09,"['Robert Charlebois ', ' Les Surs Boulay ']",['Pop']
7,Z?rich,Kings-of-Leon,2014-06-09,['Kings of Leon '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
8,Pully,Festival-Pully-Lavaux-?-l'heure-du-Qu?bec,2014-06-09,"['Mark B?rub? ', ' Mathieu Lipp? ']",['Pop']
9,Z?rich,John-Herzig,2014-06-09,['John Herzig '],['traditional']
10,Pully,Festival-Pully-Lavaux-?-l'heure-du-Qu?bec,2014-06-09,"['Anthony Kavanagh ', ' Kl? Pelgag ']",['Pop']
11,Z?rich,The-Backyard-Devils,2014-06-09,['The Backyard Devils '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
