,location,event,date,artists,genre
0,St.-Moritz,Anna-Rossinelli,2014-06-27,"[' Anna Rossinelli ', ' Georg Dillier ', ' Manuel Meisel ', ' Nico Looser ']","['Jazz', 'Blues', 'Soul']"
1,Basel,Bachelorrezital,2014-06-27,['Flurina Stucki '],['Classic']
2,null,Openair-St.-Gallen,2014-06-27,"[' Prinz Pi ', ' Foals ', ' Ellie Goulding ', ' The Black Keys ', ' Pretty Lights ']",['Pop']
3,null,Openair-St.-Gallen,2014-06-27,"[' George Ezra ', ' London Grammar ', ' The Naked and Famous ', ' Bonobo ', ' Dubioza Kolektiv ', ' Baauer ']",['Pop']
4,Basel,Masterrezital,2014-06-27,[' Jelina Deuter '],['Classic']
5,Lausanne,Inferno-Festival,2014-06-27,"['Gojira ', ' Cul Of Luna ', ' Kylesa ', ' Spirit Carvan ']","['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
6,Winterthur,Jam-Session,2014-06-27,"['Lukas Schellenberg ', ' Daniel M?ller ', ' Nick Mens ']","['Jazz', 'Blues', 'Soul']"
7,Basel,Orgelspiel-zum-Feierabend,2014-06-27,['Vanessa Werner '],['Classic']
8,Dietikon,Feierabendmusik-in-der-Kirche,2014-06-27,"['Simone Walser ', ' Bernhard H?rler ']","['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
9,Rapperswil,Blues'n'Jazz-Rapperswil-Jona,2014-06-27,[' The Vagabonds '],"['Jazz', 'Blues', 'Soul']"
10,Gerlafingen,Rockabilly-Stomp-No8-Rock'n'Roll-Weekender,2014-06-27,[' Jake Calypso and his Red Hot '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
11,Rapperswil,Blues'n'Jazz-Rapperswil-Jona,2014-06-27,"[' Her Soul Replacement ', ' Jimmy Cliff ']","['Jazz', 'Blues', 'Soul']"
12,Z?rich,Cruda-Amarilli-Madrigali-dal-quinto-e-sesto-libro,2014-06-27,['Colla Voce '],['Classic']
13,Basel,Schluss-Konzerte,2014-06-27,"[' Alessio Pianelli ', ' Jan Gazdzicki ', ' Daniele Rinaldo ', ' Astrig Siranossian ']",['Classic']
14,Z?rich,?ffentliches-Konzert-in-der-M?hlehalde,2014-06-27,"['Marija  W?thrich-Savicevic ', ' Gabriele Ardizzone ']",['Classic']
15,Solothurn,Abonnementskonzert,2014-06-27,[' Michael Erni '],['Classic']
16,Z?rich,Festspiele-Z?rich-Omaggio-a-Luigi-Nono,2014-06-27,"[' Simon Lamothe-Falardeau ', ' Susanne Otto ', ' Noa Frenkel ']",['Classic']
17,Luzern,Karnatik-and-Hindustani,2014-06-27,"['Piu Nandi ', ' Rohan Dasgupta ', ' Arvind Bhargav ', ' Guru Raghvendra ', ' Udai Mazumdar ']","['world', 'music']"
18,Z?rich,Acoustic-Friday,2014-06-27,"[' Julien Hofer ', ' Klara Lund?n ']","['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
19,Ascona,Jazz-Ascona,2014-06-27,"[' The UJO Orchestra With the Divettes feat. Sheila Raye Charles ', ' The Original Pinettes Brass Band ', ' Karima ', ' Mr. Boogie Mitch Wood ', ' The Ella Louie Tribute Band ']","['Jazz', 'Blues', 'Soul']"
20,Interlaken,Trucker-&-Country-Festival,2014-06-27,[' Kings County '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
21,Z?rich,Der-angezogene-Irrsinn,2014-06-27,[' Rodolphe Schacher '],['Classic']
22,null,Mot?rhead,2014-06-27,['Mot?rhead '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
23,Rapperswil,Blues'n'Jazz-Rapperswil-Jona,2014-06-27,[' The Gamblers '],"['Jazz', 'Blues', 'Soul']"
