location,event,date,artists,genre
Zürich,Jazzapero,2013-10-08,"[' Herbert Kramis ', ' Jojo Kunz ', ' Mia Lindblom ', ' Roland Senft ']",
Kulturfabrik-Kofmehl,Solothurn,2013-10-08,"['The Black Dahlia Murder ', ' Aborted ', ' Revocation ']",
Zürich,Hommage-à-Rachmaninov,2013-10-08,['Irena Gulzarova '],Classic
Zürich,Echo-of-the-Epitaph,2013-10-08,"[' Sofia Ahjoniemi ', ' Anja Brezavek ', ' Noémie Bialobroda ', ' Estelle Costanzo ']",Classic
Kaufleuten,Zürich,2013-10-08,['Marc Perrenoud Trio '],
Zürich,Olly-Murs,2013-10-08,['Olly Murs '],Pop
Zürich,Marla-Blumenblatt,2013-10-08,['Marla Blumenblatt '],Pop
Zürich,Caro-Emerald,2013-10-08,['Caro Emerald '],Pop
Bern,WIM-Zentral,2013-10-08,"[' Hans Koch ', ' Giancarlo Schiaffini ', ' Paula the Blueberry ', ' Anna Röser ', ' Luke Wilkins ']",
Arena-Genève,null,2013-10-08,['Peter Gabriel '],
Winterthur,Francoiz-Breut,2013-10-08,['Francoiz Breut '],Pop
Basel,Marcus-Wyatt-Quartet,2013-10-08,"[' Marcus Wyatt ', ' Domenic Landolf ', ' Bänz Oester ', ' Dominic Egli ']",
Lausanne,Ibrahim-Ferrer-Jr.-&-Band,2013-10-08,['Ibrahim Ferrer Jr. & Band '],
Zürich,Bloodlights,2013-10-08,['Bloodlights '],
Zürich,Nomfusi,2013-10-08,"['Nomfusi ', ' Nomfusi ', ' Sima Mashazi ', ' Robert Smith ', ' Jonny Amoako ', ' Mark Williams ', ' Gros Emanuelle Pokossi ']",
Liebefeld,Tuesday-Jam,2013-10-08,"['Florian Favre ', ' Manu Hagmann ']",
Zürich,White-Hills,2013-10-08,['White Hills '],
