location,event,date,artists,genre
Winterthur,Öffentliche-Generalprobe,2016-11-30,[' Ian Bostridge '],Classic
Basel,Mimiko-Dasein,2016-11-30,"['Marina Tantanozi ', ' Anna Polina Hasslacher ']",Classic
null,Jaga-Jazzist,2016-11-30,['Jaga Jazzist '],Electronic
Zürich,Liederabend,2016-11-30,"['Pavol Breslik ', ' Amir Katz ']",Classic
Zürich,Musica-aperta-Tango-Nuevo-,2016-11-30,"[' Jörgen Brilling ', ' Uwe Mahnken ']",Classic
Palais-des-Congrès,null,2016-11-30,[' Filip Micha Saffray '],Classic
Zug,WIM-Jahreskonzert,2016-11-30,"['Rea Dubach ', ' Rafael Loher ', ' Marian Arbenz ']",
Zürich,Incognito,2016-11-30,"[' Jean-Paul Maunick ', ' Sid Gauld ', ' Alistair White ', ' Paul Booth ', ' Francisco Sales ', ' Matt Cooper ']",
Basel,Jake-Bugg,2016-11-30,['Jake Bugg '],Pop
Frauenfeld,Jazz-Now,2016-11-30,"[' Markus Schönholzer ', ' Christoph Baumann ', ' Hämi Hämerli ', ' Tony Renold ', ' Christoph Grab ']",
Winterthur,Jazz-am-Mittwoch,2016-11-30,"[' Ania Losinger ', ' Björn Meyer ', ' Mats Eser ', ' Chrigel Bosshard ']",
Wädenswil,Scherrer-Brodbeck-Gisler-Strüby,2016-11-30,"[' Andy Scherrer ', ' Jean-Paul Brodbeck ', ' Fabian Gisler ', ' Claudio Strüby ']",
Luzern,Konzert,2016-11-30,"['Coelman Goepfert ', ' Juna Winston ']",Classic
null,Alexandre-Cunha-&-Band,2016-11-30,"[' Alexandre Cunha ', ' Bruno Coppini ', ' Marcelo Valerie ', ' Ana Paula Moreti ', ' Eduardo Gallian ', ' Ricardo Cren ']",
Luzern,Mats-up,2016-11-30,"['Matthias Spillmann ', ' Reto Suhner ', ' Marc Méan ', ' Raffaele Bossard ', ' Dominic Egli ']",
Basel,Mbongwana-Star,2016-11-30,['Mbongwana Star '],
Zürich,Jazzbaragge-Wednesday-Jam,2016-11-30,"['Niculin Janett ', ' Rich Perry ', ' Lisa Hoppe ', ' Jonas Ruther ']",
Basel,District-Five-Quartet,2016-11-30,"[' Tapiwa Svosve ', ' Vojko Huter ', ' Xaver Rüegg ', ' Paul Amereller ']",
Zürich,Gufo-Reale,2016-11-30,"[' Edmauro de Oliveira ', ' Franco Mettler ', ' Jojo Kunz ', ' Thomas Weber ']",
Rubigen,Wille-and-the-Bandits,2016-11-30,['Wille and the Bandits '],
Düdingen,Talmud-Beach,2016-11-30,['Talmud Beach '],
null,Simon-Ho,2016-11-30,"['Simon Ho ', ' Michael Fehr ', ' Andi Hug ', ' André Pousac ', ' Simon Ho ']",
Zürich,Benjamin-Folke-Thomas,2016-11-30,['Benjamin Folke Thomas '],
