location,event,date,artists,genre
Verbier,Verbier-Festival,2016-07-28,"['Daniel Hope ', ' Torleif Thedeen ', ' Marc-André Hamelin ']",Classic
St.-Moritz,Festival-da-Jazz,2016-07-28,"[' Rebecca Spiteri ', ' Jürg Ramspeck ', ' Philipp Ackermann ', ' Michael Jeup ', ' Rolf Lyssy ']",
Verbier,Verbier-Festival,2016-07-28,[' conductor: Andras Schiff '],Classic
Zürich,Animals-As-Leaders,2016-07-28,"['Animals As Leaders ', ' Intervals ', ' Plini ']",
Château-d'Oex,Recital,2016-07-28,"['Arabella Steinbacher ', ' Igor Kamenz ']",Classic
Riehen,Stimmen,2016-07-28,"['Alejandra Ribera ', ' Songbirds Collective ']",Pop
Verbier,Verbier-Festival,2016-07-28,"['Christian Gerhaher ', ' Gerold Huber ']",Classic
null,Lollo-Meier-Quartet,2016-07-28,['Lollo Meier Quartet '],
null,Langnau-Jazz-Nights,2016-07-28,"[' Antonio Sanchez ', ' Thana Alexa ', ' Seamus Blake ', ' John Escreet ']",
Luzern,Blue-Balls-Festival,2016-07-28,['The Corrs '],Pop
Basel,Im-Fluss,2016-07-28,['Xixa '],
St.-Moritz,Festival-da-Jazz,2016-07-28,"['Harold López Nussa ', ' Harold Lopez-Nussa ', ' Alune Wade ', ' Ruy Adrian Lopez-Nussa ']",
Zürich,Jozia,2016-07-28,['Jozia '],Pop
Basel,Basel-Tattoo,2016-07-28,"['Canadiana Celtic Highland Dancers ', ' The Band of HM Royal Marines ', ' Conscript Band of the Finnish Defence Forces ', ' Fanfare du 27ème bataillon de chasseurs alpins ']",traditional
St.-Moritz,Festival-da-Jazz,2016-07-28,"['Bê Ignacio ', ' Bê Ignacio ', ' Oliver Pellet Santos ', ' Edmundo Carneiro ', ' Markus Schmidt ']",Pop
