location,event,date,artists,genre
Luzern,Piano-Entertainment-Blue-Soul-&-Me,2013-07-10,['Mark Tenger '],
null,Jazz-Parade,2013-07-10,['Jive Aces & Rebecca Grant '],
Zürich,Marie-Claire-Alain-zum-Gedenken,2013-07-10,['Rudolf Meyer '],Classic
Zürich,Wagner-Meets-Jazz,2013-07-10,"[' Yves Theiler ', ' Rätus Flisch ']",
Montreux,Montreux-Jazz-Festival,2013-07-10,"['Avishai Cohen Quartet ', ' Misja Fitzgerald Michel ']",
null,Stimmen,2013-07-10,"['Cécile Verny Quartet ', ' Alexander Stewart ']",
Zürich,My-Bloody-Valentine-abgesagt,2013-07-10,['My Bloody Valentine '],
Zürich,The-Well,2013-07-10,"[' Lukas Langenegger ', ' Philipp Strickler ', ' Kaspar Fumasoli ']",Pop
Montreux-Music-&-Convention-Centre,Montreux,2013-07-10,"['ZZ Top ', ' George Thorogood and the Destroyers ']",
Klosters,TJ-Johnson-and-Band,2013-07-10,"[' TJ Johnson ', ' Adrian Cox ', ' Tony Pitt ', ' Jay Darwish ', ' Mez Clough ']",
Piazza-Grande,Locarno,2013-07-10,"['Zucchero ', ' JJ Grey & Mofro ']",Zucchero
The-Bird's-Eye-Jazz-Club,Basel,2013-07-10,"[' Colin Vallon ', ' Patrice Moret ', ' Julian Sartorius ']",
Montreux,Montreux-Jazz-Festival,2013-07-10,"['Of Monsters And Men ', ' Jake Bugg ']",Pop
Wengen,Blattner-Maurer-Lehmann,2013-07-10,"[' Christoph Blattner ', ' Ruedi Maurer ', ' Noby Lehmann ']",
null,Hypocrites-Filmvertonung,2013-07-10,[' Film von Lois Weber '],Classic
null,Jazz-Parade,2013-07-10,"['Jackson Sloan & The Rhythmtone ', ' Jackson Sloan ', ' Rick Dawson ', ' Richard Studholme ']",
