location,event,date,artists,genre
Luzern,World-Band-Festival,2015-10-04,"['Orchester der Suworow Militärakademie Moskau ', ' Chinese Drum Company ']",traditional
Zürich,St.-Petersburg-Das-romantische-Fenster-nach-Europa,2015-10-04,"['Elizaveta Shnayder-Taub ', ' Isabelle Weilbach-Lambelet ', ' Johannes Gürth ', ' Ursula Sarnthein ']",Classic
Uster,Friends-4-Friends-feat.-Sandy-Patton,2015-10-04,"[' Sandy Patton ', ' Wege Wüthrich ', ' Franz Biffiger ', ' Reggie Johnson ', ' David Elias ']",
Zürich,Märchenhaft,2015-10-04,[' Louis Schwizgebel '],Classic
Zürich,Konzert,2015-10-04,"['Christian Buck ', ' Christian Wolfarth ', ' works by Jürg Frey ', ' Tomas Kober ']",Classic
Luzern,This-Is-Pan,2015-10-04,"[' Matthias Kohler ', ' Lukas Thöni ', ' André Pousaz ', ' Gregor Hilbe ']",
Zürich,Märchenhaft,2015-10-04,[' Louis Schwizgebel '],Classic
Zürich,Bassekou-Kouyaté-&-Ngoni-Ba,2015-10-04,"['Bassekou Kouyaté & Ngoni Ba ', ' Bassekou Kouyaté ', ' Ami Sacko ', ' Mamadou Kouyaté ', ' Mahamadou Tounkara ', ' Moctar Kouyaté ']",
Münchenstein,D'Bâle-Electronic-Music-Festival,2015-10-04,"['Michel Chion ', ' Trevor Wishart ', ' Gilles Gobeil ', ' David Berezan ']",Electronic
Lausanne,Morrissey,2015-10-04,['Morrissey '],
Bern,Tropical-Trash,2015-10-04,['Tropical Trash '],
null,The-Vaccines,2015-10-04,['The Vaccines '],
