location,event,date,artists,genre
Zürich,Erntedankgottesdienst,2013-10-27,[' Andreas Jost '],Classic
Zürich,Sonntagskantorei,2013-10-27,[' Christian Döhring '],Classic
Zürich,Hottinger-Konzert-Matinée,2013-10-27,"[' P. Tardy ', ' N. Andelfinger ', ' E. Duss ', ' A. Tschopp ', ' J. Choulat ']",Classic
Zürich,Gesprächskonzert,2013-10-27,['Claudius Herrmann '],Classic
Zürich,Herbstkonzert,2013-10-27,"[' Marie-Laure Schluep ', ' Muriel Gabathuler ', ' Silvia Halter ']",Classic
Bern,Elina-Duni-Quartet,2013-10-27,"[' Elina Duni ', ' Colin Vallon ', ' Patrice Moret ', ' Norbert Pfammater ']",
Bern,Konzert,2013-10-27,"['Michael Winkler ', ' Liana Dolidze ']",Classic
Zürich,Zither-Konzert,2013-10-27,[' Klaus Waldburg '],Classic
Basel,Laute-Glocken-süsse-Glöckchen-und-zauberhafte-Carillons,2013-10-27,"[' Amrai Grosse ', ' Anne Rongy ', ' Nathalie Leuenberger ']",Classic
Fischingen,Kammermusik,2013-10-27,"[' Mikayel Zakaryan ', ' Izabela Iwanowska ', ' Valentine Ruffieux ', ' Thiemo Schutter ']",Classic
Basel,Herbstkonzert-Part-Songs,2013-10-27,[' Reto Reichenbach '],Classic
Zürich,Orgelkonzert,2013-10-27,['Kathrin Augustiny '],Classic
Rapperswil,Jauchzet-Gott-alle-Land,2013-10-27,"[' Kenneth Mauerhofer ', ' Arabella Ristenpart ']",Classic
Basel,1913,2013-10-27,"['László Fogarassy ', ' Rodica Kostyak ', ' Veit Hertenstein ', ' Phoebe Lin ']",Classic
Basel,Rezital,2013-10-27,[' Lukas Loss '],Classic
Bern,Musica-aperta-Neue-Musik-aus-Europa,2013-10-27,"[' Sonia Formenti ', ' Paolo Casiraghi ', ' Lorenzo Gentili-Tedeschi ', ' Paolo Fumagalli ']",Classic
Zug,Metall-Magnet-Wechselschläge-am-Takt-der-Zeit,2013-10-27,['Sebastian Hofmann '],Classic
Basel,Serenade-am-Sonntagabend,2013-10-27,"['Barbara Neurohr ', ' Françoise Matile ']",Classic
-Alte-Kirche,Boswil,2013-10-27,[' Giora Feidman '],Classic
null,Seiltänzer-am-Klavier,2013-10-27,['Alexei Volodin '],Classic
Aarau,From-Hades-Towards-the-Sea,2013-10-27,"[' Miriam Terragin ', ' Francesco Negrini ', ' Harald Stampa ']",Classic
Zürich,Orgelzyklus-Von-Mozart-bis-Beethoven,2013-10-27,['Franz Raml '],Classic
Brugg,Trafalgar,2013-10-27,"[' Birgit Plankel ', ' Liliane Glanzmann ', ' Tino Brütsch ', ' Robert Koller ']",Classic
Basel,Benefizkonzert,2013-10-27,['Hosoo & Transmongolia '],
Basel,El-calderón-afrolatino-timbalayé,2013-10-27,"[' Roberto Pulido ', ' René Mosele ', ' Leonardo Govin ', ' Reto Manser ', ' André Buser ', ' Michael Wipf ', ' Sebastién Gagneux ']",
Basel,Verstumme-nie,2013-10-27,"['Hans-Adam Ritter ', ' Susanne Doll ']",Classic
Zürich,Dave-Douglas-Quintet,2013-10-27,"['Dave Douglas Quintet ', ' Dave Douglas ', ' Jon Irabagon ', ' Linda Oh ', ' Luis Perdomo ', ' Rudy Royston ']",
Zürich,Orquesta-Buena-Vista-Social-Club,2013-10-27,['Orquesta Buena Vista Social Club '],
Zürich,Musikfenster-Poetry-in-Motion,2013-10-27,['Pierre Favre '],
Münchenstein,Metropolis,2013-10-27,[' Stummfilm von Fritz Lang '],Classic
Zürich,Ahab,2013-10-27,"['Ahab ', ' Omega Massif ', ' Valborg ']",
Zürich,Gentleman-&-The-Evolution,2013-10-27,['Gentleman & The Evolution '],
Basel,Herrenmagazin,2013-10-27,"['Herrenmagazin ', ' support: Eais ']",Pop
Jona,Celtic-World-Songs-and-Sounds-of-Ireland,2013-10-27,['Anne Wylie '],
Uster,Kammermusik,2013-10-27,"['Irene Puccia ', ' Fluvia Mancini ', ' Salvatore Cicero ']",Classic
Winterthur,Lisa-Berg,2013-10-27,"[' Lisa Berg ', ' David Ruosch ', ' Curdin Janett ']",Pop
Köniz,Mich-Gerber-feat.-Al-Comet,2013-10-27,"[' Mich Gerber ', ' Al Comet ', ' Andi Pupato ', ' Wolfgang Zwiauer ']",
null,Kristin-Asbjørnsen,2013-10-27,['Kristin Asbjørnsen '],
Pratteln,Anneke-van-Giersbergen,2013-10-27,['Anneke van Giersbergen '],
Pratteln,Saga,2013-10-27,['Saga '],
Winterthur,Julia-Holter,2013-10-27,"['Julia Holter ', ' Lucrecia Dalt ']",Pop
Zürich,Mos-Def,2013-10-27,['Mos Def '],
Zürich,Kobra-&-The-Lotus,2013-10-27,['Kobra & The Lotus '],
Bern,Schiller,2013-10-27,['Schiller '],Electronic
Bern,Piers-Faccini,2013-10-27,['Piers Faccini '],
Uster,Donny-McCaslin-Group,2013-10-27,"['Donny McCaslin Group ', ' Donny McCaslin ', ' Jason Lindner ', ' Tim Lefebvre ', ' Justin Brown ']",
Winterthur,A-Place-to-Bury-Strangers,2013-10-27,"['A Place to Bury Strangers ', ' Bambara ']",
Zürich,Uma,2013-10-27,['Uma '],Pop
