location,event,date,artists,genre
Winterthur,Die-Gewinnerin-des-Concours-Géza-Anda,2013-10-30,[' Varvara '],Classic
Basel,Skandal-Annäherungen-an-das-Abendkonzert,2013-10-30,"[' Maki Namekawa ', ' Dennis Russell Davies ']",Classic
Zürich,Werner-&-Company,2013-10-30,['Werner & Company '],Pop
Bern,Bernische-Chopin-Gesellschaft,2013-10-30,"['Artur Cingujevs ', ' Ilya Lekhanov ']",Classic
Luzern,Piano-Entertainment,2013-10-30,['Mark Tenger '],
Zürich,Orgelkonzert,2013-10-30,['Johannes Lang '],Classic
Zürich,Jazznojazz,2013-10-30,['Billy Cobham Spectrum Band '],
Zürich,Musik-im-Rausch,2013-10-30,"['Deborah Marchetti ', ' Anita Leuzinger ']",Classic
Bern,Junge-Solisten-aus-St.-Petersburg,2013-10-30,"[' Alisa Sadikova ', ' Alexander Boldachev ', ' Elizaveta Ukrainskaya ']",Classic
Winterthur,Die-Gewinnerin-des-Concours-Géza-Anda,2013-10-30,[' Varvara '],Classic
Zürich,Klassik-pur-und-unplugged,2013-10-30,"['Deborah Marchetti ', ' Anita Leuzinger ']",Classic
Zürich,Konzert,2013-10-30,"[' Willi Zimmermann ', ' Nicola Mosca ', ' conductor: Giuliano Carmignola ']",Classic
Basel,Skandal-1913,2013-10-30,[' Matthias Goerne '],Classic
Zürich,Jazznojazz,2013-10-30,['Charles Bradley '],
Zürich,Tito-&-Tarantula,2013-10-30,['Tito & Tarantula '],
null,Adrian-Emanuel-Egli-5tett,2013-10-30,"[' Adrian Emanuel Egli ', ' Mario Söldi ', ' Mirco Häberli ', ' Michael Neff ', ' Stefan Andres ']",
Zürich,Lissie-abgesagt,2013-10-30,['Lissie '],
Thun,Los-Van-Van,2013-10-30,['Los Van Van '],
Baden,I-am-in-Love,2013-10-30,['I am in Love '],Pop
Luzern,Angelic-Upstarts,2013-10-30,['Angelic Upstarts '],
Zürich,Richard-Wagner-Stummfilm-mit-Live-Orchester,2013-10-30,[' Regie: Carl Froelich und William Wauer '],Classic
Aarau,Max-Romeo,2013-10-30,['Max Romeo '],
Lausanne,Seat-Music-Session,2013-10-30,"[' Jenniffer Kae ', ' Johannes Oerding ', ' Jaz Ellington ']",Pop
Bern,The-Necks,2013-10-30,['The Necks '],Electronic
Zürich,Martin-and-James,2013-10-30,['Martin and James '],Pop
Basel,Lecture-Recital,2013-10-30,"[' Lluís Castan Cochs ', ' Judit Bardolet Vilaró ', ' Miquel Jordà Saún ', ' Jesús Miralles Roger ']",Classic
Basel,Raw-Vision-&-Frank-Moebus,2013-10-30,"[' Christoph Grab ', ' Frank Moebus ', ' Silvan Jeger ', ' Maxim Paratte ']",
Zürich,Lauter-Leute,2013-10-30,['The Dope '],
Basel,Chk-Chk-Chk,2013-10-30,['Chk Chk Chk '],
Baden,Hanspeter-Stamm's-Framework,2013-10-30,"[' Hanspeter Stamm ', ' Eliane Cueni ', ' Paul Buchmeier ', ' Lukas Bitterlin ']",
Bern,Ilhan-Ersahin's-Istanbul-Sessions,2013-10-30,"[' Ilhan Ersahni ', ' Alp Ersönmez ', ' Isset Kizil ', ' Turgut Alp Bekolgu ']",
Luzern,Vein,2013-10-30,"[' Michael Arbenz ', ' Thomas Lähns ', ' Florian Arbenz ']",
Zürich,Metall-Magnet-Wechselschläge-am-Takt-der-Zeit,2013-10-30,['Sebastian Hofmann '],Classic
null,Stabat-Mater-Gloria-Air,2013-10-30,"[' Nicoleta Maria Brola ', ' Lucrezia Marconi ']",Classic
Feuerthalen,Jim-Hunter,2013-10-30,['Jim Hunter '],Pop
Zürich,Jazzbaragge-Wednesday-Jam,2013-10-30,"['Florian Favre ', ' Manu Hagmann ', ' Alexandre Maurer ']",
Kriens,When-Saints-Go-Machine,2013-10-30,['When Saints Go Machine '],Pop
null,Saint-Lu,2013-10-30,['Saint Lu '],Pop
Lausanne,Piers-Faccini,2013-10-30,['Piers Faccini '],Pop
null,Demented-Are-Go,2013-10-30,['Demented Are Go '],
Zürich,The-Wave-Pictures,2013-10-30,['The Wave Pictures '],
Rubigen,Fish,2013-10-30,['Fish '],
