,location,event,date,artists,genre
0,Zürich,Lunchkonzert,2016-05-09,"['Julia Riley ', ' Andrea Kollé ', ' Robert Pickup ', ' Laurent Weibel ', ' Daniel Kagerer ']",Classic
1,Zürich,Liederabend,2016-05-09,"['Diana Damrau ', ' Craig Rutenberg ']",Classic
2,Zürich,Kompakt-am-kompaktesten,2016-05-09,"[' Noam Bierstone ', ' Joshua Hyde ', ' Yaron Deutsch ', ' Tom Pauwels ']",Classic
3,Zürich,Neue-Konzertreihe-Zürich,2016-05-09,[' Patricia Kopatchinskaja '],Classic
4,Solothurn,Northlane,2016-05-09,"['Northlane ', ' Hundredth ', ' Hellions ']",
5,Bern,Swiss-Jazz-Orchestra-feat.-Scott-Robinson,2016-05-09,['Swiss Jazz Orchestra feat. Scott Robinson '],
6,Zürich,Wolfmother,2016-05-09,['Wolfmother '],
7,Dübendorf,Singer's-Tale,2016-05-09,"[' Bruno Jundt ', ' Levin Deger ', ' Andrea Grimm ']",
8,Basel,Spiel,2016-05-09,"[' María Cecilia Muñoz ', ' Pilar Fontalba ', ' Horia Dumitrache ', ' Rui Lopes ', ' Albin Lebossé ']",Classic
9,null,Pauline-Ganty-Quartet,2016-05-09,"[' Pauline Ganty ', ' Marc Man ', ' Fabien Iannone ', ' Dominic Egli ']",
10,Zürich,Nik-Bärtsch's-Ronin,2016-05-09,"[' Nik Bärtsch ', ' Kaspar Rast ', ' Thomy Jordi ', ' Sha ']",
11,Rheinfelden,Benny-Green-Trio,2016-05-09,"[' Benny Green ', ' David Wong ', ' Rodney Green ']",
12,Zürich,Pat-Thomas-&-Kwashibu-Area-Band,2016-05-09,"[' Pat Thomas Mensah ', ' Kwame Yeboah ', ' Emmanuel Opoku Ware ', ' Benjamin Abarbanel-Wolff ']",
13,Lugano,Alexandre-Tharaud,2016-05-09,['Alexandre Tharaud '],Classic
14,Winterthur,Joel-Havea,2016-05-09,['Joel Havea '],
15,null,The-Flatliners,2016-05-09,['The Flatliners '],
