location,event,date,artists,genre
Zürich,Ingrid-&-Steirerboys,2013-07-16,['Ingrid & Steirerboys '],traditional
Luzern,Piano-Entertainment-Blue-Soul-&-Me,2013-07-16,['Mark Tenger '],
Montreux-Music-&-Convention-Centre,Montreux,2013-07-16,"['Sting ', ' Sadie and the Hotheads ']",Sting
Zürich,Ingrid-&-Steirerboys,2013-07-16,['Ingrid & Steirerboys '],traditional
Montreux,Montreux-Jazz-Festival,2013-07-16,"['The James Hunter Six ', ' José James ']",
Komplex-457,Zürich,2013-07-16,['Bloc Party '],
null,Stimmen,2013-07-16,['The Kyteman Orchestra '],
Zürich,Live-at-Sunset,2013-07-16,[' Wind & Fire '],
Basel,Melody-Gardot,2013-07-16,['Melody Gardot '],Pop
Montreux-Music-&-Convention-Centre,Montreux,2013-07-16,"['The Hives ', ' Mark Lanegan Band ']",
Zürich,Earthless,2013-07-16,"['Earthless ', ' Atomic Bitchwax ', ' Mirror Queen ']",
Dracula-Club,St.-Moritz,2013-07-16,"['Chick Corea & The Vigil ', ' Chick Chorea ', ' Tim Garland ', ' Charles Altura ', ' Christian McBride ', '  Marcus Gilmore ', ' Luis Quintero ']",
