location,event,date,artists,genre
Basel,Mimiko-Ihr-feurigen-Zungen,2016-06-29,"['Stefan Kahle ', ' ', ' Rachel Heymans ', ' Shio Ohshita ', ' Marianne Diessner ', ' Daniel Pochwaa ']",Classic
Basel,Yatatchi,2016-06-29,"[' Yatatchi ', ' Peter Gysin ', ' Willy Surbeck ', ' Louie Maiello ']",
Basel,Altstadt-Serenaden-2016,2016-06-29,"[' Lisa Rieder ', ' Lionel Andrey ', ' Gérard Wyss ']",Classic
Luzern,Master-Abschlusskonzerte,2016-06-29,['Stephanie Karen Hoffman '],Classic
Zürich,Jazz-Arcades,2016-06-29,"['Thomas Degen ', ' Claude Diallo ', ' Marc Jenny ']",
Aarau,Metalmayhem,2016-06-29,"['Fallujah ', ' Fit for an Autopsy ']",
Zürich,Die-Jahreszeiten,2016-06-29,"[' Marlis Petersen ', ' Werner Güra ', ' Johannes Weisser ']",Classic
Zürich,Unknown-Mortal-Orchestra,2016-06-29,['Unknown Mortal Orchestra '],
Basel,5.-Schlusskonzert,2016-06-29,"[' Sebastian Braun ', ' Flurina Stucki ', ' Edouard Mätzener ', ' Assel Abilseitova ']",Classic
Zürich,Open-Jam-Session,2016-06-29,['Hosted by Casa Verde Colectivo '],
Zürich,Songcircle,2016-06-29,[' David Gaffney '],Pop
Luzern,Master-Abschlusskonzerte,2016-06-29,['Alexandre Beuchat '],Classic
Basel,World-of-Strings,2016-06-29,"[' Adam Taubitz ', ' Daniel Pezzotti ', ' Michael Bucher ', ' Rätus Flisch ', ' Claudio Spieler ']",
Zürich,Alibi-Süd,2016-06-29,"[' David ', ' Döme ']",Pop
Feuerthalen,Carl-Blank-&-Claas-P.-Jambor,2016-06-29,['Carl Blank & Claas P. Jambor '],Pop
