location,event,date,artists,genre
Verbier,Verbier-Festival,2013-07-26,"['Roberto González ', ' Anton Jivaev ', ' Christine Christensen ', ' François Leleux ', ' Martin Fröst ', ' Olivier Darbellay ', ' Pierre Gomes ', ' Christian Zacharias ']",Classic
Degen,Openair-Lumnezia,2013-07-26,"['The Hives ', ' The Boss Hoss ', ' Kool Savas ']",
Basel,Rusconi,2013-07-26,"[' Stefan Rusconi ', ' Fabian Gisler ', ' Claudio Strüby ']",
Paléo,Nyon,2013-07-26,"['Nick Cave & The Bad Seeds ', ' M ', ' Dizzee Rascal ', ' Youssoupha ', ' Etienne de Crécy ', ' Keny Arkana ', ' Virus Syndicate ', ' Lindigo ', ' Dubioza Kolektiv ', ' Retro Stefson ', ' Christine Salem ', ' Gaël Faye ']",
Luzern,Piano-Entertainment,2013-07-26,['Mega Horvath '],
Basel,Orgelspiel-zum-Feierabend,2013-07-26,['Christian Schmitt '],Classic
Verbier,Verbier-Festival,2013-07-26,['Evgeny Kissin '],Classic
Saanen,Schubertiade-I,2013-07-26,"['Renaud Capuçon ', ' Khatia Buniatishvili ']",Classic
Verbier,Verbier-Festival,2013-07-26,"['Lisa Batiashvili ', ' Leonidas Kavakos ', ' Antoine Tamestit ', ' Blythe Teh Engstroem ', ' Gautier Capuçon ', ' Stephan Koncz ', ' Emanuel Ax ']",Classic
KKL,Luzern,2013-07-26,['Patrick Wolf '],
Bern,Wynton-Marsalis-Quintet,2013-07-26,['Wynton Marsalis Quintet '],
KKL,Luzern,2013-07-26,['Bush '],Bush
Basel,Revolution,2013-07-26,"[' Stefan Rusconi ', ' Fabian Gisler ', ' Claudio Strüby ']",
null,Langnau-Jazz-Nights,2013-07-26,"['Bill Carrothers Trio with Drew Gress & Bill Stewar ', ' Tim Hagans Quartet ']",
St.-Moritz,Festival-da-Jazz,2013-07-26,"[""Vana Gierig Group feat. Paquito D'Rivera "", ' Vana Gierig ', "" Paquito D'Rivera "", ' Sean Conly ', ' Marcello Pellitteri ', ' Vinicius Barros ']",
Basel,Münsternacht-Münstergesichter,2013-07-26,"['Yvonne Schaub ', ' Beatrix Nagy ', ' Aldo Manetsch ', ' Stefan Haselhoff ', ' Michael Donkel ']",Classic
St.-Moritz,Festival-da-Jazz,2013-07-26,"[' Carol Schuler ', ' Andy Fall ', ' Dirk Feistel ', ' Bora Öksüz ', ' Hannes Dullinger ']",
