location,event,date,artists,genre
Wil,Gare-Tango,2013-05-02,[' live: Cosae Mandinga '],
Münchenbuchsee,Harp-Masters-Frühlingskonzert,2013-05-02,"['Diane Pauvert ', ' Carolina Coimbra ']",Classic
Uster,Finnish-Rock-&-Metal-Tour-V,2013-05-02,"['Manzana ', ' Riot Club ', "" Hayley's Royal Whores ""]",
Plaza-Zürich,Zürich,2013-05-02,"['Junip ', ' support: Barbarossa ']",Junip
Zürich,Thursday-Night-Jazz,2013-05-02,"[' Rebecca Spiteri ', ' Jürg Ramspeck ', ' Joel Reiff ', ' Rolf Lyssy ']",
Luzern,Frank-Turner,2013-05-02,['Frank Turner '],Pop
Bern,Internationales-Jazzfestival-Bern,2013-05-02,"['Philip Catherine Quartet ', ' Philip Catherine ', ' Nicola Andrioli ', ' Philippe Aerts ', ' Antoine Pierre ', ' Didier Lockwood ', ' Frank Vignola ']",
null,The-Australian-Pink-Floyd,2013-05-02,['The Australian Pink Floyd '],
Zürich,Fred-Wesley-&-The-New-JBs,2013-05-02,['Fred Wesley & The New JBs '],
Altes-Stadthaus,Winterthur,2013-05-02,"[' Anna Kaenzig ', ' Ramon Ziegler ', ' Tobias Röthlin ', ' Giuliano Sulzberger ', ' Lukas Gasser ']",
Zürich,Piri-Piri,2013-05-02,"[' Christian Wallner ', ' Pete Borell ', ' David Zopfi ', ' Pit Furrer ']",
Exil,Zürich,2013-05-02,['Mya Audrey '],
Luzern,Salonmusik,2013-05-02,"['Martin Schaefer ', ' Richard Decker ']",Classic
Arena-Genève,null,2013-05-02,['Eros Ramazzotti '],
Luzern,Salonmusik,2013-05-02,"['Martin Schaefer ', ' Richard Decker ']",Classic
Winterthur,A.Spell,2013-05-02,"[' Nadja Stoller ', ' Jan Galega Brönnimann ', ' Ronan Skillen ']",
Zürich,Chris-Ayer,2013-05-02,"['Chris Ayer ', ' Matt Simons ']",
Liebefeld,Tango-2,2013-05-02,"[' Daniel Zisman ', ' Michael Zisman ']",
Pratteln,Amplifier,2013-05-02,['Amplifier '],
Zürich,Urban-Kicks-&-Inner-Landscapes,2013-05-02,"[' Omri Ziegele ', ' Isa Wiss ', ' Jürg Wickihalder ', ' Nick Gutersohn ', ' Gabriela Friedli ', ' Yves Reichmuth ', ' Jan Schlegel ', ' Herbert Kramis ', ' Marco Käppeli ', ' Dieter Ulrich ']",
Baden,Jazz-am-Donnerstag,2013-05-02,"['Ueli Gygli ', ' Roberto Di Martino ', ' Heinz Wernli ']",
Zürich,Weird-Beard,2013-05-02,"[' Florian Egli ', ' Dave Gisler ', ' Valentin Dietrich ', ' Rico Baumann ']",
Basel,Lester-Menezes-Trio,2013-05-02,"['Lester Menezes ', ' Dominique Girod ', ' Norbert Pfammatter ']",
Baden,Silver-Swing-Four,2013-05-02,"[' Marc Bühler ', ' Heinz Spielmann ', ' Hanspeter Baltermia ', ' Martin Meier ', ' Nadine Arnet ']",
KiFF,Aarau,2013-05-02,['Fenster '],
Zürich,The-Gaslamp-Killer,2013-05-02,['The Gaslamp Killer '],Electronic
Longstreet-Bar,Zürich,2013-05-02,[' DJ Khan '],
Kinski,Zürich,2013-05-02,['Redwood '],Redwood
Reussbühl,Big-Daddy-Wilson,2013-05-02,['Big Daddy Wilson '],
Le-Bourg,Lausanne,2013-05-02,['Grand Pianoramax '],
La-Catrina,Zürich,2013-05-02,['Wax Mannequin '],
Luzern,Jam-Session,2013-05-02,['Richard Decker '],
Bern,Internationales-Jazzfestival-Bern,2013-05-02,"['Philip Catherine Quartet ', ' Philip Catherine ', ' Nicola Andrioli ', ' Philippe Aerts ', ' Antoine Pierre ', ' Didier Lockwood ', ' Frank Vignola ']",
