location,event,date,artists,genre
Zürich,Festival-Faun,2016-10-26,[' Daniel Bisig '],Classic
Basel,Mimiko-Mache-dich-mein-Geist-bereit,2016-10-26,"[' Charlotte Nachtsheim ', ' Stefan Kahle ']",Classic
Zürich,Orgelkonzerte-Herbstzyklus,2016-10-26,['Babette Mondry '],Classic
Zürich,Azad,2016-10-26,['Azad '],
Basel,Romeo-und-Julia,2016-10-26,[' Pekka Kuusisto '],Classic
Pratteln,Popa-Chubby-&-Animals-and-Friends,2016-10-26,"['Popa Chubby ', ' Animals and Friends ']",
Zürich,Alberta-Cross,2016-10-26,"['Alberta Cross ', ' Folly & The Hunter ']",Pop
Chur,Stephen-Simmons,2016-10-26,['Stephen Simmons '],
Aarau,Metalmayhem,2016-10-26,"['Dream On Dreamer ', ' Taped ']",
Zürich,Nicolas-Stocker,2016-10-26,"[' Nicolas Stocker ', ' Raphael Loher ', ' Urs Müller ']",
Zürich,Mirabassi-Taufic-Renzetti,2016-10-26,"[' Gabriele Mirabassi ', ' Roberto  Taufic ', ' Cristina Renzetti ']",
Winterthur,Isolation-Berlin,2016-10-26,['Isolation Berlin '],
null,The-Excitements,2016-10-26,['The Excitements '],
null,Baloise-Session,2016-10-26,"['Culture Club ', ' Parov Stelar ']",
Zürich,Letzte-Liederabende,2016-10-26,['Julian Prégardien '],Classic
Frauenfeld,Jazz-Now,2016-10-26,"[' Nils Fischer ', ' David Koch ', ' Samuel Huwyler ', ' Dominik Mahnig ']",
Basel,Jazznojazz,2016-10-26,"[' David Sanborn ', ' Christian Mc Bride ', ' Christian Sands ', ' Ulysses Owens ']",
Winterthur,Madison-Violet,2016-10-26,['Madison Violet '],Pop
Zürich,55-Minuten,2016-10-26,"[' Ulrike Mayer-Spohn ', ' Javier Hagen ']",Classic
Luzern,Yves-Theiler-Trio,2016-10-26,"[' Yves Theiler ', ' Luca Sisera ', ' Lukas Mantel ']",
Basel,Last-Minute-Date,2016-10-26,"[' Lukas Wyss ', ' Ricardo Fiuza ', ' Stephan Kurmann ', ' \r\nMarco Lobo ']",
Zürich,Jazzbaragge-Wednesday-Jam,2016-10-26,"['Gauthier Toux ', ' Kenneth Dahl Knudsen ', ' Maxence Sibille ']",
Feuerthalen,Tildon-Krautz,2016-10-26,['Tildon Krautz '],Pop
null,Blizz-Rhythmia,2016-10-26,"[' Stefan Widmer ', ' Marcel Waldburger ', ' Nicolas Zellweger ', ' Urs Streckeisen ', ' Massimo Buonanno ']",
Zürich,Mild-High-Club,2016-10-26,['Mild High Club '],Pop
Lausanne,Minor-Victories,2016-10-26,['Minor Victories '],
Luzern,Orange-Peel-Night,2016-10-26,"['Vesuvio Solo ', ' Promise Keeper ']",Pop
