location,event,date,artists,genre
Zürich,Werner-und-Company,2015-09-07,['Werner und Company '],
Zürich,The-Uprising,2015-09-07,"['The Uprising ', ' Fights & Fires ']",
Veytaux,Septembre-musical,2015-09-07,['Frank Dupree '],Classic
Zürich,Our-Last-Night,2015-09-07,"['Our Last Night ', ' support: Palisades ', ' Crooks ']",
Luzern,Unplugged-Easy-Monday-Tribute-to-the-Beatles,2015-09-07,"['Lukas Gernet ', ' Lukas Traxel ', ' Sämi Büttiker ', ' Cinzia Catania ']",
Zürich,Swingin'-Monday,2015-09-07,"['Raphael Jost ', ' Raphael Walser ', ' Jonas Ruther ']",
Basel,Othella-Dallas,2015-09-07,"['Othella Dallas ', ' Othella Dallas ', ' Alex Hendriksen ', ' Urs Müller ', ' Hannes Bürgi ']",
Bern,Musikfestival-Bern-Ich-schweige-nicht,2015-09-07,"['Katharina Hohlfeld ', ' Matthias Vieweg ', ' Andrej Lakisov ', ' Ivan Tumanov ', ' Matthias Badczong ', ' Winfried Rager ', ' Adam Weismann ']",Classic
Zürich,Nik-Bärtschs-Ronin,2015-09-07,"[' Nik Bärtsch ', ' Kaspar Rast ', ' Thomy Jordi ']",
Zürich,Konzert-nach-Ladenschluss-Wasserperlen,2015-09-07,"['Myriam Hidber Dickinson ', ' Anne-Sophie Vrignaud ']",Classic
Ascona,Settimane-musicali-di-Ascona,2015-09-07,['Murray Perahia '],Classic
Winterthur,Will-Wood,2015-09-07,['Will Wood '],
