location,event,date,artists,genre
Basel,Mittagskonzert,2013-06-28,[' Ayelet Karni '],Classic
Openair-St.-Gallen,null,2013-06-28,"['Sigur Rós ', ' Biffy Clyro ', ' Of Monsters and Men ', ' Macklemore & Ryan Lewis ', ' Fidllar ']",
Basel,Juarez-Moreira-Quinteto,2013-06-28,"[' Juarez Moreira ', ' Cléber Alves ', ' Ricardo Fiuza ', ' Stephan Kurmann ', ' Esdras Ferreira ']",
Openair-St.-Gallen,null,2013-06-28,"['Lianne La Havas ', ' Archive ', ' Philipp Poisel ', ' Villagers ', ' Friska Viljor ', ' Metz ', ' DJ Dada ']",Archive
Basel,Masterrezital,2013-06-28,[' Constanze Mahr '],Classic
Luzern,Piano-Entertainment,2013-06-28,['Mega Horvath '],
Basel,Orgelspiel-zum-Feierabend,2013-06-28,['Yuval Rabin '],Classic
Dietikon,Feierabendmusik,2013-06-28,['Bernhard Hörler '],Classic
Zürich,Sommerkonzert,2013-06-28,"['Monica Angelini ', ' Erwin Heusser ', ' Sabine Bachmann ']",Classic
Zürich,Les-Moby-Dicks,2013-06-28,"[' Alex Eigenmann ', ' Marco Thürlemann ', ' Henry Dobler ', ' Rudi Bindella ', ' Christoph Schifferli ']",
Fischmarktplatz,Rapperswil,2013-06-28,['Mike & The Mechanics '],
Zollikon,Kammermusik-Abend,2013-06-28,"[' Sergey Koudriakov ', ' Sandi Toka Nova ']",Classic
Zollikon,Preisträger-Duo,2013-06-28,"['Sergey Koudriakov ', ' Sandi Toka Nova ']",Classic
Zürich,Konzert,2013-06-28,"['Michael Müller ', ' Hristo Kouzmanov ']",Classic
null,Carmina-Burana,2013-06-28,"[' Barbara Meszaros ', ' Karl Jeroltisch ', ' Günter Haumer ', ' Monika Nachbaur ', ' Marco Schädler ', ' Ingo Ospelt ']",Classic
Zürich,Wagner-Idyll-,2013-06-28,"[' Christoph Keller ', ' Anja Schlosser ', ' Marlene Mild ']",Classic
Basel,Unort,2013-06-28,['Unort '],Pop
Uznach,The-PFG-Surf-Experience,2013-06-28,"[' Florian Mächler ', ' Geri Miller ', ' Philipp Scholl ']",
Baden,Alphorn-&-Nordic-Winds,2013-06-28,"[' Eliana Burki ', ' Karoliina Kantelinen ', ' Lukas Mantel ']",Classic
Interlaken,Trucker-&-Country-Festival,2013-06-28,"['Country Sisters ', ' Pat Green ', ' Carlene Carter ']",
null,Klangreise,2013-06-28,"['Olivia Heredia ', ' Andreas Betschart ', ' Dorottya Marosvári ']",Classic
Winterthur,Trio-Boller-Kunz-Erni,2013-06-28,"[' Stephanie Boller ', ' Jojo Kunz ', ' Daniel Erni ']",
Basel,Masterrezital,2013-06-28,[' Bénédicte Wodey '],Classic
Winterthur,Urban-Spaces,2013-06-28,"[' Francis Petter ', ' Edgar Marc Petter ', ' Peter Hunziker ', ' Bruno Huwyler ']",
-Alte-Kirche,Boswil,2013-06-28,"[' Shani Diluka ', ' Benedict Klöckner ', ' Sasha Boldachev ']",Classic
Basel,Juarez-Moreira-Quinteto,2013-06-28,"[' Juarez Moreira ', ' Cléber Alves ', ' Ricardo Fiuza ', ' Stephan Kurmann ', ' Esdras Neném Ferreira ']",
Zürich,Afentoula-Razeli-&-Banda,2013-06-28,"['Afentoula Razeli & Banda ', ' Afentoula Razeli ', ' Panagiotis Koutsouras ', ' Ioannis Kolovos ', ' Panagiotis Papageorgiou ']",
Winterthur,The-Bare-Tunes,2013-06-28,"[' Mace Mitchell ', ' Tsering Purtag ']",
Zürich,Attwenger,2013-06-28,['Attwenger '],Pop
Wallisellen,Eliot-Chambers,2013-06-28,['Eliot Chambers '],
Sommercasino,Basel,2013-06-28,['Blackmail '],Blackmail
Zürich,The-Heat,2013-06-28,['DJs Rudy Reefer '],
