location,event,date,artists,genre
Baden,After-Work,2015-09-03,"[' Lilly Martin ', ' Walter Baumgartner ', ' Michael Dolmetsch ', ' Markus Fritsche ', ' Tom Beck ']",
Pratteln,Powerwolf,2015-09-03,"['Powerwolf ', ' Orden Ogan ', ' Xandria ']",
Frenkendorf,Bewegung-und-Träume,2015-09-03,"['Heidrun Maria Hahn ', ' Martin Hahn ', ' Diethard Stephan Haupt ']",Classic
Dübendorf,Harlekin,2015-09-03,"[' Isabel Neligan ', ' Gwendoline Rouiller ', ' Lea Boesch ', ' Odile Rostan ', ' Urs Hofstetter ']",Classic
Zürich,Pat-&-the-Ricks,2015-09-03,"[' Patrick Oriet ', ' Stefan Blum ', ' Daniel Odermatt ', ' Michael Felder ', ' feat. Christoph Flueler ']",
null,Gstaad-Menuhin-Festival-Kiefer-Hablitzel-Preisträger-Konzert,2015-09-03,"['Giulia Genini ', ' Plamena Nikitassova ', ' Maya Amrein ', ' Giorgio Paronuzzi ']",Classic
Montreux,Septembre-musical,2015-09-03,[' Lauréat du XV Concours international Tschaikowsi '],Classic
Zürich,Weekend,2015-09-03,"['Weekend ', ' support: 3Pluss & Fatoni ']",
Zürich,Jazz-Happening,2015-09-03,"[' Alan Rogers ', ' Jörg Bohny ', ' Ivan Kubias ', ' Werner Siegenthaler ', ' Ivan Hrdina ', ' Hanspeter Hotz ', ' Miro Steiner ']",
Flüelen,Gästival,2015-09-03,"[' Franziska Brücker ', ' Simon Borer ', ' Anna Trauffer ', ' Emanuel Küenzi ', ' Christoph Utzinger ']",
Winterthur,McCoy-Mrubata-Quintet,2015-09-03,"[' McCoy Mrubata ', ' Marc Ullrich ', ' Jean-Paul Brodbeck ', ' Dominique Girod ', ' Claudio Strüby ']",
Winterthur,Kick-the-Square,2015-09-03,"[' Isaï Angst ', ' Florian Haupt ', ' Matthias Manser ', ' Sebastian Koelmann ', ' Mario Strebel ', ' Lisa Weiss ']",
Basel,Gwilym-Simcock-Trio,2015-09-03,"['Gwilym Simcock Trio ', ' Gwilym Simcock ', ' Yuri Goloubev ', ' Martin France ']",
null,The-Casualties,2015-09-03,['The Casualties '],
Locarno,Settimane-musicali-di-Ascona,2015-09-03,"[' Nikolaj Znaider ', ' Kyoungmin Park ']",Classic
Baden,Rea-Som-Sextett,2015-09-03,"[' Rea Hunziker ', '  Martin Schenker ', ' Simon Althaus ', ' Jonas Künzli ', ' Samuel Messerli ', ' Freddy Benitez ']",
Zürich,Billiger-Bauer,2015-09-03,"['Omri Ziegele ', ' Jürg Wickihalder ', ' Gutersohn ']",
Basel,Mandrake,2015-09-03,"[' Marc Méan ', ' Robert Torche ', ' Valentin Liechti ']",
Schaffhausen,Dog-Eat-Dog,2015-09-03,['Dog Eat Dog '],
Zürich,Gurr,2015-09-03,['Gurr '],
Pontresina,Marco-di-Maggio,2015-09-03,['Marco di Maggio '],
