location,event,date,artists,genre
Luzern,Kammermusik-Matinee,2015-05-03,"[' Anja Röhn ', ' Sebastian Diezig ']",Classic
Basel,Promenade-Frühlingsserenade,2015-05-03,"[' Rahel Leuenberger ', ' Andreas Ferraino ', ' Markus Forrer ']",Classic
Solothurn,6.-Kammerkonzert,2015-05-03,[' Brigitte Fatton '],Classic
Weggis,Anthony-Caputo,2015-05-03,['Anthony Caputo '],
Bern,King-Pepe-&-Le-Rex,2015-05-03,"[' Benedikt Reising ', ' Marc Stucki ', ' Andreas Tschopp ', ' Marc Unternährer ', ' Rico Baumann ', ' Pepe ']",Pop
Luzern,Schubertiade,2015-05-03,['Frank Bungarten '],Classic
null,Im-wunderschönen-Monat-Mai,2015-05-03,"['Karl Jerolitsch ', ' Jürg Hanselmann ']",Classic
Zürich,Frühlingskonzert,2015-05-03,[' Cornelius Jacobeit '],Classic
Mühlethurnen,Tomi-Leino-Trio,2015-05-03,['Tomi Leino Trio '],
Basel,Jazzfestival-Basel,2015-05-03,"['Taksim-Trio ', ' Hüsnü enlendirici ', ' Aytaç Doan ', ' Smail Tunçbilek ']",
Zürich,Basel-Rajoub-Soriana,2015-05-03,"[' Basel Rajoub ', ' Andreas Piccioni ', ' Feras Sherastan ']",
Zürich,Das-Musikfenster-So-ist-die-Lieb,2015-05-03,"['Walter Rüegsegger ', ' Andreas Egli ']",Classic
Luzern,Nice-Brazil,2015-05-03,"[' Nice Brazil ', ' Ricardo Fiuza ', ' Tony Lakatos ', ' fl)\r\nFranco Petrocca ', ' Valery Brusilovsky ']",
Luzern,Duo-Baumann,2015-05-03,"[' Franziska Baumann ', ' Christoph Baumann ']",
Basel,Kizomba-Night,2015-05-03,['DJ Adelscott '],
Zürich,Philharmonisches-Konzert,2015-05-03,"[' Julie Fuchs ', ' Anna Goryachova ']",Classic
Bern,The-Sadies,2015-05-03,"['The Sadies ', ' Mark Berube ']",
Bern,Olly-Murs,2015-05-03,['Olly Murs '],Pop
Basel,Jazzfestival-Basel,2015-05-03,"['Rabih Abou Khalil New Group ', ' Rabih Abou-Khalil ', ' Gavino Murgia ', ' Ricardo Ribeiro ', ' Michel Godard ', ' Jarrod Cagwin ']",
Bern,King-Pepe-&-Le-Rex,2015-05-03,"[' Benedikt Reising ', ' Marc Stucki ', ' Andreas Tschopp ', ' Marc Unternährer ', ' Rico Baumann ', ' Pepe ']",
null,Matthew-E.-White,2015-05-03,['Matthew E. White '],
