location,event,date,artists,genre
Winterthur,Öffentliche-Generalprobe,2015-12-09,[' Isabelle Faust '],Classic
Zürich,Surprise-Saltocello,2015-12-09,"['Anton Spronk ', ' Paul Handschke ', ' Nadia Reich ', ' Isabel Gehweiler ']",Classic
Zürich,Born-in-1965-Round-Two,2015-12-09,"['Greg Galli ', ' Marc Halbheer ', ' Christian Moser ', ' Bruno Amatruda ', ' Roman Groner ', ' Chris Linder ']",Pop
Zürich,Tiefe-Sehnsucht,2015-12-09,[' Daniel Müller-Schott '],Classic
Basel,Kurz-vor-der-Erlösung,2015-12-09,"[' Markus Mathis ', ' Maru Rieben ']",Classic
Winterthur,OCnotes-&-Iska-Dhaaf,2015-12-09,"['OCnotes & Iska Dhaaf ', ' DJ Oddateee ']",
Pratteln,Swallow-the-Sun,2015-12-09,['Swallow the Sun '],
Baden,Roman-Nowka,2015-12-09,['Roman Nowka '],
Winterthur,Ghost-Town-Trio-feat.-Nina-Gutknecht,2015-12-09,"[' Nina Gutknecht ', ' Urs Vögeli ', ' Claude Meier ', ' Lukas Mantel ']",
Zug,The-Quireboys,2015-12-09,"['The Quireboys ', ' support: The Gloria Story ']",Pop
Basel,Jazzcampus-Session,2015-12-09,"['Anna Widauer ', ' Marc Roos ', ' David Cogliatti ', ' Judith Schwarz ', ' Ilya Alabuzhev ']",
Basel,Jaeger-Gisler-Rainey,2015-12-09,"[' Michael Jaeger ', ' Fabian Gisler ', ' Tom Rainey ']",
Zürich,Jazzbaragge-Wednesday-Jam,2015-12-09,"['Jean-Michel Pilc ', ' Bänz Oester ', ' Pius Baschnagel ']",
Basel,Doom-Bossa,2015-12-09,"[' Sabrina Tschachtli ', ' George Ricci ', ' Dominik Schürmann ', ' Samuel Dühsler ']",
Zürich,Alpensturm-15,2015-12-09,"[' Hans Kennel ', ' Regina Steiner ', ' Urs Keiser ', ' Peter Keiser ']",traditional
Luzern,Tom-James,2015-12-09,['Tom James '],Pop
Zürich,5-Jahre-Negative-White-Gothic-Night,2015-12-09,['Joy Disaster '],Electronic
