location,event,date,artists,genre
Frauenfeld,Openair-Frauenfeld,2016-07-07,"['Cunninlynguists ', ' Coely ', ' Frauenarzt ', ' Audio 88 & Yassin ']",
Frauenfeld,Openair-Frauenfeld,2016-07-07,"['Macklemore & Ryan Lewis ', ' Bryson Tiller ', ' Future ', ' Major Lazar ', ' Ghostface Killah ', ' Ty Dolla Sign ', ' Anderson  Paak ', ' Ssio ']",
St.-Moritz,Festival-da-Jazz,2016-07-07,['David Paquette '],
Zürich,Musikalische-weisse-Nächte,2016-07-07,"['Igor Morosow ', ' Oleg Lips ']",
Zürich,Instrumentales-Singen,2016-07-07,[' Leitung und Werke von Jörg Widmann '],Classic
Zürich,Musikalische-weisse-Nächte,2016-07-07,"['Igor Morosow ', ' Oleg Lips ']",Classic
Zürich,Siberian-Meat-Grinder,2016-07-07,['Siberian Meat Grinder '],
Montreux,Montreux-Jazz-Festival,2016-07-07,"['Beirut ', ' José González ', ' Matt Corby ']",
Montreux,Montreux-Jazz-Festival,2016-07-07,"['Richard Bona & Mandekan Cubano ', ' Jacob Collier ', ' Alfredo Rodriguez ']",
Montreux,Montreux-Jazz-Festival,2016-07-07,['Van Morrison '],
Zürich,Billiger-Bauer-Celebrating-20-Years,2016-07-07,"['Omri Ziegele ', ' Jürg Wickihalder ', ' Nick Gutersohn ', ' Gabriela Friedli ', ' Yves Reichmuth ', ' Jan Schlegel ', ' Marco Käppeli ', ' Dieter Ulrich ']",
Zürich,Wolfarth-Solo,2016-07-07,"[' Christian Wolfarth ', ' Philipp Schaufelberger ']",
Basel,Pablo-Held-Trio,2016-07-07,"[' Pablo Held ', ' Robert Landfermann ', ' Jonas Burgwinkel ']",
Bern,Benedek,2016-07-07,['Benedek '],
St.-Moritz,Festival-da-Jazz,2016-07-07,"['Cécile McLorin Salvant ', ' Cécile McLorin Salvant ', ' Aaron Diehl ', ' Paul Sikivie ', ' Lawrence Leathers ']",
