,location,event,date,artists,genre
0,Basel,Arioso,2013-02-13,['Estelle Costanzo '],['Classic']
1,null,Pythagoräische-Musik,2013-02-13,"[' Stephan Thelen ', ' Bernhard Wagner ', ' Christian Kuntner ', ' Manuel Pasquin ']",['Classic']
2,Luzern,Piano-Entertainment-Blue-Soul-&-Me,2013-02-13,['Mark Tenger '],"['Hip', 'Hop', ""R'n'B""]"
3,Zürich,Migros-Kulturprozent-Classics,2013-02-13,[' Thomas Hampson '],['Classic']
4,Basel,AMG-World-Orchestras,2013-02-13,[' Anne-Sophie Mutter '],['Classic']
5,Bern,Meisterkonzert,2013-02-13,"['Marie-Elisabeth Hecker ', ' Martin Helmchen ']",['Classic']
6,null,Jonas-Knecht,2013-02-13,"[' Jonas Knecht ', ' Sandro Heule ', ' Lukas Meier ', ' Matija Sebrek ']","['Jazz', 'Blues', 'Soul']"
7,null,Julie-Doiron,2013-02-13,['Julie Doiron '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
8,Bern,Silent-Bird,2013-02-13,['Silent Bird '],['Pop']
9,Zürich,Antonio-Faraò-Trio,2013-02-13,"['Antonio Faraò Trio ', ' Antonio Faraò ', ' Martin Gjakonovski ', ' Vladimir Kostadinovic ']","['Jazz', 'Blues', 'Soul']"
10,Feuerthalen,Andy-Egert-Blues-Band-feat.-Dallas-Hodge,2013-02-13,"['Andy Egert Blues Band feat. Dallas Hodge ', ' Dallas Hodge ', ' Andy Egert ', ' Marc Ray Oxendine ', ' Hani Ali ']","['Jazz', 'Blues', 'Soul']"
11,Zürich,Jazz-Baragge-Wednesday-Jam,2013-02-13,"['Donat Fisch ', ' Raffaele Bossard ', ' Dominic Egli ']","['Jazz', 'Blues', 'Soul']"
12,Baden,Jackson-Wahengo,2013-02-13,['Jackson Wahengo '],"['world', 'music']"
13,Les-Docks,Lausanne,2013-02-13,['Dinosaur Jr. '],"['Dinosaur', 'Jr.']"
14,Basel,Tuliaisia-2,2013-02-13,"[' Marianne Racine-Granvik ', ' Vera Kappeler ']","['Jazz', 'Blues', 'Soul']"
15,Zürich,The-Circle-Brothers,2013-02-13,['The Circle Brothers '],"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']"
16,Zürich,Bukowski,2013-02-13,[' DJ Inspektor Strawberry Soda Pop '],['Pop']
17,Zürich,Richard-Comte-&-Simon-Berz,2013-02-13,[' Richard Comte '],"['Jazz', 'Blues', 'Soul']"
18,Winterthur,The-Pharcyde,2013-02-13,['The Pharcyde '],"['Hip', 'Hop', ""R'n'B""]"
19,Basel,Quinteros-Descarga,2013-02-13,"[' Yosvany quintero ', ' Markus Schmied ', ' Michael Anklin ', ' Carlo Menger ']","['Jazz', 'Blues', 'Soul']"
